EVOFORMER NEURAL ODE TRAINING REPORT
==================================================

Experiment: 20250617_133001_1fve
Started: 2025-06-17 13:30:03
Completed: 2025-06-17 13:37:16
Total Training Time: 7.2 minutes (0.1 hours)
Report generated: 2025-06-17 13:37:16

Configuration Settings:
------------------------------
  data_dir: N/A
  splits_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/data_splits/1fv5
  mode: N/A
  output_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/trained_models
  use_fast_ode: False
  reduced_cluster_size: 256
  hidden_dim: 256
  model_parameters: 1324102
  model_type: EvoformerODEFunc
  epochs: 1000
  learning_rate: 0.001
  batch_size: N/A
  integrator: rk4
  use_amp: True
  max_residues: None
  loss_function: Adaptive MSE
  train_proteins: 1
  val_proteins: 1
  use_sequential_loading: False
  aggressive_cleanup: True
  preliminary_training_enabled: False
  prelim_data_dir: None
  prelim_block_stride: 4
  prelim_max_epochs: 20
  prelim_early_stopping_min_delta: N/A

System Information:
------------------------------
  cuda_available: True
  device: cuda
  pytorch_version: 2.1.2
  gpu_name: Quadro P4000
  cuda_version: 12.1
  total_gpu_memory: 7.9 GB

MAIN TRAINING PHASE
==================================================

Main Training Started: 2025-06-17 13:30:03
Main Training Completed: 2025-06-17 13:37:16
Main Training Duration: 7.2 minutes

Main Training Progress:
------------------------------
Epoch    Train Loss     Train Success  Val Loss       Val Success    Duration (s)
415      12.32687       1/1            12.31701       1/1            0.4         
416      12.31701       1/1            12.30690       1/1            0.4         
417      12.30690       1/1            12.29699       1/1            0.4         
418      12.29699       1/1            12.28709       1/1            0.4         
419      12.28709       1/1            12.27729       1/1            0.4         
420      12.27729       1/1            12.26737       1/1            0.4         
421      12.26737       1/1            12.25729       1/1            0.4         
422      12.25729       1/1            12.24762       1/1            0.4         
423      12.24762       1/1            12.23768       1/1            0.4         
424      12.23768       1/1            12.22790       1/1            0.4         
425      12.22790       1/1            12.21807       1/1            0.4         
426      12.21807       1/1            12.20638       1/1            0.4         
427      12.20638       1/1            12.19655       1/1            0.4         
428      12.19655       1/1            12.18675       1/1            0.4         
429      12.18675       1/1            12.17705       1/1            0.4         
430      12.17705       1/1            12.16738       1/1            0.4         
431      12.16738       1/1            12.15758       1/1            0.4         
432      12.15758       1/1            12.14764       1/1            0.4         
433      12.14764       1/1            12.13825       1/1            0.4         
434      12.13825       1/1            12.12849       1/1            0.4         
435      12.12849       1/1            12.11898       1/1            0.4         
436      12.11898       1/1            12.10930       1/1            0.4         
437      12.10930       1/1            12.09982       1/1            0.4         
438      12.09982       1/1            12.08970       1/1            0.4         
439      12.08970       1/1            12.08025       1/1            0.4         
440      12.08025       1/1            12.07093       1/1            0.4         
441      12.07093       1/1            12.06125       1/1            0.4         
442      12.06125       1/1            12.05191       1/1            0.4         
443      12.05191       1/1            12.04256       1/1            0.4         
444      12.04256       1/1            12.03318       1/1            0.4         
445      12.03318       1/1            12.02362       1/1            0.4         
446      12.02362       1/1            12.01416       1/1            0.4         
447      12.01416       1/1            12.00476       1/1            0.4         
448      12.00476       1/1            11.99513       1/1            0.4         
449      11.99513       1/1            11.98365       1/1            0.4         
450      11.98365       1/1            11.97404       1/1            0.4         
451      11.97404       1/1            11.96375       1/1            0.4         
452      11.96375       1/1            11.95422       1/1            0.4         
453      11.95422       1/1            11.94477       1/1            0.4         
454      11.94477       1/1            11.93490       1/1            0.4         
455      11.93490       1/1            11.92526       1/1            0.4         
456      11.92526       1/1            11.91556       1/1            0.4         
457      11.91556       1/1            11.90598       1/1            0.4         
458      11.90598       1/1            11.89451       1/1            0.4         
459      11.89451       1/1            11.88485       1/1            0.4         
460      11.88485       1/1            11.87501       1/1            0.4         
461      11.87501       1/1            11.86539       1/1            0.4         
462      11.86539       1/1            11.85552       1/1            0.4         
463      11.85552       1/1            11.84544       1/1            0.4         
464      11.84544       1/1            11.83581       1/1            0.4         
465      11.83581       1/1            11.82614       1/1            0.4         
466      11.82614       1/1            11.81647       1/1            0.4         
467      11.81647       1/1            11.80674       1/1            0.4         
468      11.80674       1/1            11.79738       1/1            0.4         
469      11.79738       1/1            11.78755       1/1            0.4         
470      11.78755       1/1            11.77802       1/1            0.4         
471      11.77802       1/1            11.76854       1/1            0.4         
472      11.76854       1/1            11.75897       1/1            0.4         
473      11.75897       1/1            11.74932       1/1            0.4         
474      11.74932       1/1            11.73975       1/1            0.4         
475      11.73975       1/1            11.73021       1/1            0.4         
476      11.73021       1/1            11.72065       1/1            0.4         
477      11.72065       1/1            11.71128       1/1            0.4         
478      11.71128       1/1            11.70184       1/1            0.4         
479      11.70184       1/1            11.69238       1/1            0.4         
480      11.69238       1/1            11.68290       1/1            0.4         
481      11.68290       1/1            11.67330       1/1            0.4         
482      11.67330       1/1            11.66404       1/1            0.4         
483      11.66404       1/1            11.65454       1/1            0.4         
484      11.65454       1/1            11.64505       1/1            0.4         
485      11.64505       1/1            11.63580       1/1            0.4         
486      11.63580       1/1            11.62638       1/1            0.4         
487      11.62638       1/1            11.61701       1/1            0.4         
488      11.61701       1/1            11.60755       1/1            0.4         
489      11.60755       1/1            11.59745       1/1            0.4         
490      11.59745       1/1            11.58813       1/1            0.4         
491      11.58813       1/1            11.57870       1/1            0.4         
492      11.57870       1/1            11.56941       1/1            0.4         
493      11.56941       1/1            11.56002       1/1            0.4         
494      11.56002       1/1            11.54880       1/1            0.4         
495      11.54880       1/1            11.53737       1/1            0.4         
496      11.53737       1/1            11.52833       1/1            0.4         
497      11.52833       1/1            11.51887       1/1            0.4         
498      11.51887       1/1            11.50974       1/1            0.4         
499      11.50974       1/1            11.50034       1/1            0.4         
500      11.50034       1/1            11.49125       1/1            0.4         
501      11.49125       1/1            11.48204       1/1            0.4         
502      11.48204       1/1            11.47269       1/1            0.4         
503      11.47269       1/1            11.46341       1/1            0.4         
504      11.46341       1/1            11.45435       1/1            0.4         
505      11.45435       1/1            11.44527       1/1            0.4         
506      11.44527       1/1            11.43592       1/1            0.4         
507      11.43592       1/1            11.42673       1/1            0.4         
508      11.42673       1/1            11.41756       1/1            0.4         
509      11.41756       1/1            11.40848       1/1            0.4         
510      11.40848       1/1            11.39920       1/1            0.4         
511      11.39920       1/1            11.39003       1/1            0.4         
512      11.39003       1/1            11.38097       1/1            0.4         
513      11.38097       1/1            11.37185       1/1            0.4         
514      11.37185       1/1            11.36274       1/1            0.4         
515      11.36274       1/1            11.35364       1/1            0.4         
516      11.35364       1/1            11.34464       1/1            0.4         
517      11.34464       1/1            11.33571       1/1            0.4         
518      11.33571       1/1            11.32550       1/1            0.4         
519      11.32550       1/1            11.31638       1/1            0.4         
520      11.31638       1/1            11.30750       1/1            0.4         
521      11.30750       1/1            11.29879       1/1            0.4         
522      11.29879       1/1            11.28949       1/1            0.4         
523      11.28949       1/1            11.28073       1/1            0.4         
524      11.28073       1/1            11.27202       1/1            0.4         
525      11.27202       1/1            11.26312       1/1            0.4         
526      11.26312       1/1            11.25442       1/1            0.4         
527      11.25442       1/1            11.24544       1/1            0.4         
528      11.24544       1/1            11.23652       1/1            0.4         
529      11.23652       1/1            11.22764       1/1            0.4         
530      11.22764       1/1            11.21885       1/1            0.4         
531      11.21885       1/1            11.20990       1/1            0.4         
532      11.20990       1/1            11.20109       1/1            0.4         
533      11.20109       1/1            11.19215       1/1            0.4         
534      11.19215       1/1            11.18338       1/1            0.4         
535      11.18338       1/1            11.17446       1/1            0.4         
536      11.17446       1/1            11.16572       1/1            0.4         
537      11.16572       1/1            11.15494       1/1            0.4         
538      11.15494       1/1            11.14602       1/1            0.4         
539      11.14602       1/1            11.13711       1/1            0.4         
540      11.13711       1/1            11.12813       1/1            0.4         
541      11.12813       1/1            11.11938       1/1            0.4         
542      11.11938       1/1            11.11041       1/1            0.4         
543      11.11041       1/1            11.10168       1/1            0.4         
544      11.10168       1/1            11.09279       1/1            0.4         
545      11.09279       1/1            11.08409       1/1            0.4         
546      11.08409       1/1            11.07542       1/1            0.4         
547      11.07542       1/1            11.06669       1/1            0.4         
548      11.06669       1/1            11.05833       1/1            0.4         
549      11.05833       1/1            11.04953       1/1            0.4         
550      11.04953       1/1            11.04110       1/1            0.4         
551      11.04110       1/1            11.03268       1/1            0.4         
552      11.03268       1/1            11.02380       1/1            0.4         
553      11.02380       1/1            11.01526       1/1            0.4         
554      11.01526       1/1            11.00524       1/1            0.4         
555      11.00524       1/1            10.99672       1/1            0.4         
556      10.99672       1/1            10.98847       1/1            0.4         
557      10.98847       1/1            10.98033       1/1            0.4         
558      10.98033       1/1            10.97197       1/1            0.4         
559      10.97197       1/1            10.96404       1/1            0.4         
560      10.96404       1/1            10.95572       1/1            0.4         
561      10.95572       1/1            10.94780       1/1            0.4         
562      10.94780       1/1            10.93970       1/1            0.4         
563      10.93970       1/1            10.93185       1/1            0.4         
564      10.93185       1/1            10.92387       1/1            0.5         
565      10.92387       1/1            10.91604       1/1            0.4         
566      10.91604       1/1            10.90813       1/1            0.4         
567      10.90813       1/1            10.90047       1/1            0.5         
568      10.90047       1/1            10.89269       1/1            0.4         
569      10.89269       1/1            10.88574       1/1            0.4         
570      10.88574       1/1            10.87808       1/1            0.5         
571      10.87808       1/1            10.87096       1/1            0.4         
572      10.87096       1/1            10.86398       1/1            0.4         
573      10.86398       1/1            10.85701       1/1            0.5         
574      10.85701       1/1            10.84992       1/1            0.4         
575      10.84992       1/1            10.84304       1/1            0.4         
576      10.84304       1/1            10.83617       1/1            0.4         
577      10.83617       1/1            10.82928       1/1            0.4         
578      10.82928       1/1            10.82223       1/1            0.4         
579      10.82223       1/1            10.81523       1/1            0.4         
580      10.81523       1/1            10.80813       1/1            0.4         
581      10.80813       1/1            10.80127       1/1            0.4         
582      10.80127       1/1            10.79410       1/1            0.4         
583      10.79410       1/1            10.78721       1/1            0.4         
584      10.78721       1/1            10.77982       1/1            0.4         
585      10.77982       1/1            10.77290       1/1            0.4         
586      10.77290       1/1            10.76370       1/1            0.4         
587      10.76370       1/1            10.75686       1/1            0.4         
588      10.75686       1/1            10.74961       1/1            0.4         
589      10.74961       1/1            10.74299       1/1            0.4         
590      10.74299       1/1            10.73607       1/1            0.4         
591      10.73607       1/1            10.72952       1/1            0.4         
592      10.72952       1/1            10.72251       1/1            0.4         
593      10.72251       1/1            10.71587       1/1            0.4         
594      10.71587       1/1            10.70942       1/1            0.4         
595      10.70942       1/1            10.70303       1/1            0.4         
596      10.70303       1/1            10.69637       1/1            0.4         
597      10.69637       1/1            10.69023       1/1            0.4         
598      10.69023       1/1            10.68333       1/1            0.4         
599      10.68333       1/1            10.67674       1/1            0.4         
600      10.67674       1/1            10.67007       1/1            0.4         
601      10.67007       1/1            10.66340       1/1            0.4         
602      10.66340       1/1            10.65631       1/1            0.4         
603      10.65631       1/1            10.64939       1/1            0.4         
604      10.64939       1/1            10.64243       1/1            0.4         
605      10.64243       1/1            10.63519       1/1            0.4         
606      10.63519       1/1            10.62804       1/1            0.4         
607      10.62804       1/1            10.62054       1/1            0.4         
608      10.62054       1/1            10.61337       1/1            0.5         
609      10.61337       1/1            10.60588       1/1            0.4         
610      10.60588       1/1            10.59820       1/1            0.4         
611      10.59820       1/1            10.59058       1/1            0.4         
612      10.59058       1/1            10.58284       1/1            0.4         
613      10.58284       1/1            10.57535       1/1            0.4         
614      10.57535       1/1            10.56743       1/1            0.5         
615      10.56743       1/1            10.55888       1/1            0.4         
616      10.55888       1/1            10.55096       1/1            0.4         
617      10.55096       1/1            10.54308       1/1            0.4         
618      10.54308       1/1            10.53514       1/1            0.4         
619      10.53514       1/1            10.52685       1/1            0.4         
620      10.52685       1/1            10.51887       1/1            0.4         
621      10.51887       1/1            10.51093       1/1            0.4         
622      10.51093       1/1            10.50267       1/1            0.4         
623      10.50267       1/1            10.49447       1/1            0.4         
624      10.49447       1/1            10.48622       1/1            0.4         
625      10.48622       1/1            10.47828       1/1            0.4         
626      10.47828       1/1            10.47011       1/1            0.4         
627      10.47011       1/1            10.46201       1/1            0.4         
628      10.46201       1/1            10.45389       1/1            0.5         
629      10.45389       1/1            10.44587       1/1            0.4         
630      10.44587       1/1            10.43610       1/1            0.4         
631      10.43610       1/1            10.42787       1/1            0.4         
632      10.42787       1/1            10.41966       1/1            0.4         
633      10.41966       1/1            10.41145       1/1            0.4         
634      10.41145       1/1            10.40276       1/1            0.4         
635      10.40276       1/1            10.39453       1/1            0.4         
636      10.39453       1/1            10.38617       1/1            0.5         
637      10.38617       1/1            10.37805       1/1            0.4         
638      10.37805       1/1            10.37005       1/1            0.4         
639      10.37005       1/1            10.36210       1/1            0.4         
640      10.36210       1/1            10.35430       1/1            0.4         
641      10.35430       1/1            10.34676       1/1            0.4         
642      10.34676       1/1            10.33886       1/1            0.4         
643      10.33886       1/1            10.33159       1/1            0.4         
644      10.33159       1/1            10.32365       1/1            0.4         
645      10.32365       1/1            10.31466       1/1            0.4         
646      10.31466       1/1            10.30714       1/1            0.4         
647      10.30714       1/1            10.29979       1/1            0.4         
648      10.29979       1/1            10.29252       1/1            0.4         
649      10.29252       1/1            10.28533       1/1            0.4         
650      10.28533       1/1            10.27814       1/1            0.4         
651      10.27814       1/1            10.27095       1/1            0.4         
652      10.27095       1/1            10.26362       1/1            0.5         
653      10.26362       1/1            10.25654       1/1            0.5         
654      10.25654       1/1            10.24937       1/1            0.5         
655      10.24937       1/1            10.24222       1/1            0.5         
656      10.24222       1/1            10.23497       1/1            0.5         
657      10.23497       1/1            10.22784       1/1            0.5         
658      10.22784       1/1            10.22064       1/1            0.4         
659      10.22064       1/1            10.21346       1/1            0.4         
660      10.21346       1/1            10.20596       1/1            0.4         
661      10.20596       1/1            10.19837       1/1            0.6         
662      10.19837       1/1            10.19103       1/1            0.5         
663      10.19103       1/1            10.18362       1/1            0.4         
664      10.18362       1/1            10.17604       1/1            0.4         
665      10.17604       1/1            10.16833       1/1            0.4         
666      10.16833       1/1            10.16068       1/1            0.5         
667      10.16068       1/1            10.15316       1/1            0.4         
668      10.15316       1/1            10.14559       1/1            0.5         
669      10.14559       1/1            10.13784       1/1            0.4         
670      10.13784       1/1            10.13030       1/1            0.4         
671      10.13030       1/1            10.12237       1/1            0.4         
672      10.12237       1/1            10.11474       1/1            0.6         
673      10.11474       1/1            10.10695       1/1            0.5         
674      10.10695       1/1            10.09925       1/1            0.4         
675      10.09925       1/1            10.09143       1/1            0.4         
676      10.09143       1/1            10.08379       1/1            0.4         
677      10.08379       1/1            10.07612       1/1            0.4         
678      10.07612       1/1            10.06806       1/1            0.4         
679      10.06806       1/1            10.05993       1/1            0.4         
680      10.05993       1/1            10.05236       1/1            0.4         
681      10.05236       1/1            10.04478       1/1            0.4         
682      10.04478       1/1            10.03705       1/1            0.4         
683      10.03705       1/1            10.02929       1/1            0.4         
684      10.02929       1/1            10.02156       1/1            0.4         
685      10.02156       1/1            10.01392       1/1            0.4         
686      10.01392       1/1            10.00629       1/1            0.4         
687      10.00629       1/1            9.99872        1/1            0.4         
688      9.99872        1/1            9.99116        1/1            0.4         
689      9.99116        1/1            9.98363        1/1            0.4         
690      9.98363        1/1            9.97631        1/1            0.4         
691      9.97631        1/1            9.96916        1/1            0.4         
692      9.96916        1/1            9.96183        1/1            0.4         
693      9.96183        1/1            9.95535        1/1            0.4         
694      9.95535        1/1            9.94776        1/1            0.4         
695      9.94776        1/1            9.94165        1/1            0.4         
696      9.94165        1/1            9.93494        1/1            0.4         
697      9.93494        1/1            9.92848        1/1            0.4         
698      9.92848        1/1            9.92265        1/1            0.4         
699      9.92265        1/1            9.91639        1/1            0.5         
700      9.91639        1/1            9.91067        1/1            0.4         
701      9.91067        1/1            9.90446        1/1            0.4         
702      9.90446        1/1            9.89847        1/1            0.4         
703      9.89847        1/1            9.89256        1/1            0.4         
704      9.89256        1/1            9.88636        1/1            0.4         
705      9.88636        1/1            9.88033        1/1            0.4         
706      9.88033        1/1            9.87411        1/1            0.4         
707      9.87411        1/1            9.86777        1/1            0.4         
708      9.86777        1/1            9.86169        1/1            0.4         
709      9.86169        1/1            9.85512        1/1            0.4         
710      9.85512        1/1            9.84903        1/1            0.4         
711      9.84903        1/1            9.84258        1/1            0.4         
712      9.84258        1/1            9.83440        1/1            0.4         
713      9.83440        1/1            9.82786        1/1            0.4         
714      9.82786        1/1            9.82182        1/1            0.4         
715      9.82182        1/1            9.81525        1/1            0.4         
716      9.81525        1/1            9.80920        1/1            0.4         
717      9.80920        1/1            9.80267        1/1            0.4         
718      9.80267        1/1            9.79676        1/1            0.4         
719      9.79676        1/1            9.79018        1/1            0.4         
720      9.79018        1/1            9.78498        1/1            0.4         
721      9.78498        1/1            9.77881        1/1            0.4         
722      9.77881        1/1            9.77077        1/1            0.4         
723      9.77077        1/1            9.76439        1/1            0.4         
724      9.76439        1/1            9.75984        1/1            0.4         
725      9.75984        1/1            9.74479        1/1            0.4         
726      9.74479        1/1            9.73583        1/1            0.4         
727      9.73583        1/1            9.71580        1/1            0.4         
728      9.71580        1/1            9.71366        1/1            0.4         
729      9.71366        1/1            9.70231        1/1            0.4         
730      9.70231        1/1            9.61548        1/1            0.4         
731      9.61548        1/1            9.60618        1/1            0.4         
732      9.60618        1/1            9.60539        1/1            0.4         
733      9.60539        1/1            9.60564        1/1            0.4         
734      9.60564        1/1            9.60083        1/1            0.4         
735      9.60083        1/1            9.59389        1/1            0.4         
736      9.59389        1/1            9.59078        1/1            0.4         
737      9.59078        1/1            9.59164        1/1            0.4         
738      9.59164        1/1            9.58687        1/1            0.4         
739      9.58687        1/1            9.58131        1/1            0.4         
740      9.58131        1/1            9.57958        1/1            0.4         
741      9.57958        1/1            9.57695        1/1            0.4         
742      9.57695        1/1            9.57160        1/1            0.4         
743      9.57160        1/1            9.56919        1/1            0.4         
744      9.56919        1/1            9.56816        1/1            0.4         
745      9.56816        1/1            9.56310        1/1            0.4         
746      9.56310        1/1            9.55924        1/1            0.4         
747      9.55924        1/1            9.55721        1/1            0.4         
748      9.55721        1/1            9.55331        1/1            0.4         
749      9.55331        1/1            9.55130        1/1            0.4         
750      9.55130        1/1            9.54898        1/1            0.4         
751      9.54898        1/1            9.54440        1/1            0.4         
752      9.54440        1/1            9.54274        1/1            0.4         
753      9.54274        1/1            9.54093        1/1            0.4         
754      9.54093        1/1            9.53574        1/1            0.4         
755      9.53574        1/1            9.53231        1/1            0.4         
756      9.53231        1/1            9.53068        1/1            0.4         
757      9.53068        1/1            9.52592        1/1            0.4         
758      9.52592        1/1            9.52411        1/1            0.4         
759      9.52411        1/1            9.52205        1/1            0.4         
760      9.52205        1/1            9.51713        1/1            0.4         
761      9.51713        1/1            9.51457        1/1            0.4         
762      9.51457        1/1            9.51298        1/1            0.4         
763      9.51298        1/1            9.50834        1/1            0.4         
764      9.50834        1/1            9.50607        1/1            0.4         
765      9.50607        1/1            9.50427        1/1            0.4         
766      9.50427        1/1            9.49956        1/1            0.4         
767      9.49956        1/1            9.49704        1/1            0.4         
768      9.49704        1/1            9.49513        1/1            0.4         
769      9.49513        1/1            9.49000        1/1            0.4         
770      9.49000        1/1            9.48788        1/1            0.4         
771      9.48788        1/1            9.48599        1/1            0.4         
772      9.48599        1/1            9.48149        1/1            0.4         
773      9.48149        1/1            9.47872        1/1            0.4         
774      9.47872        1/1            9.47665        1/1            0.4         
775      9.47665        1/1            9.47226        1/1            0.4         
776      9.47226        1/1            9.47004        1/1            0.4         
777      9.47004        1/1            9.46822        1/1            0.4         
778      9.46822        1/1            9.46354        1/1            0.4         
779      9.46354        1/1            9.46064        1/1            0.4         
780      9.46064        1/1            9.45917        1/1            0.5         
781      9.45917        1/1            9.45450        1/1            0.5         
782      9.45450        1/1            9.45224        1/1            0.4         
783      9.45224        1/1            9.45002        1/1            0.4         
784      9.45002        1/1            9.44553        1/1            0.4         
785      9.44553        1/1            9.44299        1/1            0.4         
786      9.44299        1/1            9.44099        1/1            0.4         
787      9.44099        1/1            9.43646        1/1            0.4         
788      9.43646        1/1            9.43436        1/1            0.4         
789      9.43436        1/1            9.43252        1/1            0.4         
790      9.43252        1/1            9.42776        1/1            0.4         
791      9.42776        1/1            9.42478        1/1            0.4         
792      9.42478        1/1            9.42290        1/1            0.4         
793      9.42290        1/1            9.41844        1/1            0.4         
794      9.41844        1/1            9.41623        1/1            0.4         
795      9.41623        1/1            9.41454        1/1            0.4         
796      9.41454        1/1            9.40956        1/1            0.4         
797      9.40956        1/1            9.40683        1/1            0.4         
798      9.40683        1/1            9.40501        1/1            0.4         
799      9.40501        1/1            9.40018        1/1            0.4         
800      9.40018        1/1            9.39799        1/1            0.5         
801      9.39799        1/1            9.39591        1/1            0.4         
802      9.39591        1/1            9.39135        1/1            0.4         
803      9.39135        1/1            9.38890        1/1            0.4         
804      9.38890        1/1            9.38677        1/1            0.4         
805      9.38677        1/1            9.38222        1/1            0.4         
806      9.38222        1/1            9.37992        1/1            0.4         
807      9.37992        1/1            9.37804        1/1            0.4         
808      9.37804        1/1            9.37315        1/1            0.4         
809      9.37315        1/1            9.37033        1/1            0.4         
810      9.37033        1/1            9.36838        1/1            0.4         
811      9.36838        1/1            9.36392        1/1            0.4         
812      9.36392        1/1            9.36164        1/1            0.4         
813      9.36164        1/1            9.35940        1/1            0.4         
814      9.35940        1/1            9.35504        1/1            0.4         
815      9.35504        1/1            9.35240        1/1            0.4         
816      9.35240        1/1            9.35021        1/1            0.4         
817      9.35021        1/1            9.34584        1/1            0.4         
818      9.34584        1/1            9.34351        1/1            0.4         
819      9.34351        1/1            9.34146        1/1            0.4         
820      9.34146        1/1            9.33700        1/1            0.4         
821      9.33700        1/1            9.33376        1/1            0.4         
822      9.33376        1/1            9.33190        1/1            0.4         
823      9.33190        1/1            9.32739        1/1            0.4         
824      9.32739        1/1            9.32525        1/1            0.4         
825      9.32525        1/1            9.32291        1/1            0.4         
826      9.32291        1/1            9.31825        1/1            0.4         
827      9.31825        1/1            9.31559        1/1            0.4         
828      9.31559        1/1            9.31382        1/1            0.4         
829      9.31382        1/1            9.30880        1/1            0.4         
830      9.30880        1/1            9.30633        1/1            0.5         
831      9.30633        1/1            9.30424        1/1            0.4         
832      9.30424        1/1            9.29968        1/1            0.4         
833      9.29968        1/1            9.29678        1/1            0.4         
834      9.29678        1/1            9.29439        1/1            0.4         
835      9.29439        1/1            9.29018        1/1            0.4         
836      9.29018        1/1            9.28778        1/1            0.4         
837      9.28778        1/1            9.28540        1/1            0.4         
838      9.28540        1/1            9.28058        1/1            0.4         
839      9.28058        1/1            9.27819        1/1            0.4         
840      9.27819        1/1            9.27621        1/1            0.4         
841      9.27621        1/1            9.27141        1/1            0.4         
842      9.27141        1/1            9.26869        1/1            0.4         
843      9.26869        1/1            9.26691        1/1            0.4         
844      9.26691        1/1            9.26226        1/1            0.4         
845      9.26226        1/1            9.25935        1/1            0.4         
846      9.25935        1/1            9.25708        1/1            0.4         
847      9.25708        1/1            9.25270        1/1            0.4         
848      9.25270        1/1            9.25033        1/1            0.4         
849      9.25033        1/1            9.24791        1/1            0.4         
850      9.24791        1/1            9.24318        1/1            0.4         
851      9.24318        1/1            9.24079        1/1            0.4         
852      9.24079        1/1            9.23894        1/1            0.4         
853      9.23894        1/1            9.23400        1/1            0.4         
854      9.23400        1/1            9.23100        1/1            0.4         
855      9.23100        1/1            9.22912        1/1            0.4         
856      9.22912        1/1            9.22470        1/1            0.4         
857      9.22470        1/1            9.22171        1/1            0.4         
858      9.22171        1/1            9.21965        1/1            0.5         
859      9.21965        1/1            9.21526        1/1            0.5         
860      9.21526        1/1            9.21300        1/1            0.5         
861      9.21300        1/1            9.21096        1/1            0.4         
862      9.21096        1/1            9.20611        1/1            0.4         
863      9.20611        1/1            9.20322        1/1            0.4         
864      9.20322        1/1            9.20111        1/1            0.4         
865      9.20111        1/1            9.19660        1/1            0.4         
866      9.19660        1/1            9.19422        1/1            0.4         
867      9.19422        1/1            9.19195        1/1            0.4         
868      9.19195        1/1            9.18762        1/1            0.4         
869      9.18762        1/1            9.18462        1/1            0.4         
870      9.18462        1/1            9.18241        1/1            0.4         
871      9.18241        1/1            9.17811        1/1            0.4         
872      9.17811        1/1            9.17551        1/1            0.4         
873      9.17551        1/1            9.17345        1/1            0.4         
874      9.17345        1/1            9.16887        1/1            0.4         
875      9.16887        1/1            9.16603        1/1            0.4         
876      9.16603        1/1            9.16375        1/1            0.4         
877      9.16375        1/1            9.15952        1/1            0.4         
878      9.15952        1/1            9.15703        1/1            0.4         
879      9.15703        1/1            9.15475        1/1            0.4         
880      9.15475        1/1            9.15010        1/1            0.4         
881      9.15010        1/1            9.14699        1/1            0.4         
882      9.14699        1/1            9.14505        1/1            0.4         
883      9.14505        1/1            9.13880        1/1            0.4         
884      9.13880        1/1            9.13622        1/1            0.4         
885      9.13622        1/1            9.13447        1/1            0.4         
886      9.13447        1/1            9.13002        1/1            0.5         
887      9.13002        1/1            9.12688        1/1            0.4         
888      9.12688        1/1            9.12419        1/1            0.4         
889      9.12419        1/1            9.12045        1/1            0.4         
890      9.12045        1/1            9.11818        1/1            0.4         
891      9.11818        1/1            9.11563        1/1            0.4         
892      9.11563        1/1            9.11088        1/1            0.4         
893      9.11088        1/1            9.10848        1/1            0.4         
894      9.10848        1/1            9.10628        1/1            0.4         
895      9.10628        1/1            9.10151        1/1            0.4         
896      9.10151        1/1            9.09896        1/1            0.4         
897      9.09896        1/1            9.09696        1/1            0.4         
898      9.09696        1/1            9.09241        1/1            0.4         
899      9.09241        1/1            9.08911        1/1            0.4         
900      9.08911        1/1            9.08684        1/1            0.4         
901      9.08684        1/1            9.08267        1/1            0.4         
902      9.08267        1/1            9.08028        1/1            0.4         
903      9.08028        1/1            9.07791        1/1            0.4         
904      9.07791        1/1            9.07342        1/1            0.4         
905      9.07342        1/1            9.07024        1/1            0.4         
906      9.07024        1/1            9.06841        1/1            0.4         
907      9.06841        1/1            9.06377        1/1            0.4         
908      9.06377        1/1            9.06098        1/1            0.4         
909      9.06098        1/1            9.05867        1/1            0.4         
910      9.05867        1/1            9.05430        1/1            0.5         
911      9.05430        1/1            9.05184        1/1            0.4         
912      9.05184        1/1            9.04909        1/1            0.4         
913      9.04909        1/1            9.04470        1/1            0.4         
914      9.04470        1/1            9.04222        1/1            0.4         
915      9.04222        1/1            9.03998        1/1            0.4         
916      9.03998        1/1            9.03527        1/1            0.4         
917      9.03527        1/1            9.03240        1/1            0.4         
918      9.03240        1/1            9.02998        1/1            0.4         
919      9.02998        1/1            9.02575        1/1            0.4         
920      9.02575        1/1            9.02319        1/1            0.5         
921      9.02319        1/1            9.02092        1/1            0.4         
922      9.02092        1/1            9.01626        1/1            0.4         
923      9.01626        1/1            9.01334        1/1            0.4         
924      9.01334        1/1            9.01073        1/1            0.4         
925      9.01073        1/1            9.00667        1/1            0.4         
926      9.00667        1/1            9.00399        1/1            0.4         
927      9.00399        1/1            9.00159        1/1            0.4         
928      9.00159        1/1            8.99713        1/1            0.4         
929      8.99713        1/1            8.99401        1/1            0.4         
930      8.99401        1/1            8.99191        1/1            0.4         
931      8.99191        1/1            8.98726        1/1            0.4         
932      8.98726        1/1            8.98466        1/1            0.4         
933      8.98466        1/1            8.98229        1/1            0.4         
934      8.98229        1/1            8.97771        1/1            0.4         
935      8.97771        1/1            8.97495        1/1            0.4         
936      8.97495        1/1            8.97259        1/1            0.4         
937      8.97259        1/1            8.96822        1/1            0.5         
938      8.96822        1/1            8.96579        1/1            0.5         
939      8.96579        1/1            8.96309        1/1            0.4         
940      8.96309        1/1            8.95856        1/1            0.5         
941      8.95856        1/1            8.95562        1/1            0.5         
942      8.95562        1/1            8.95331        1/1            0.5         
943      8.95331        1/1            8.94895        1/1            0.4         
944      8.94895        1/1            8.94615        1/1            0.4         
945      8.94615        1/1            8.94392        1/1            0.4         
