EVOFORMER NEURAL ODE TRAINING REPORT
==================================================

Experiment: 20250617_133821_1fve
Started: 2025-06-17 13:38:23
Completed: 2025-06-17 13:45:20
Total Training Time: 6.9 minutes (0.1 hours)
Report generated: 2025-06-17 13:45:20

Configuration Settings:
------------------------------
  data_dir: N/A
  splits_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/data_splits/1fv5
  mode: N/A
  output_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/trained_models
  use_fast_ode: True
  reduced_cluster_size: 256
  hidden_dim: 256
  model_parameters: 265986
  model_type: EvoformerODEFuncFast
  epochs: 10000
  learning_rate: 0.001
  batch_size: N/A
  integrator: rk4
  use_amp: True
  max_residues: None
  loss_function: Adaptive MSE
  train_proteins: 1
  val_proteins: 1
  use_sequential_loading: False
  aggressive_cleanup: True
  preliminary_training_enabled: False
  prelim_data_dir: None
  prelim_block_stride: 4
  prelim_max_epochs: 20
  prelim_early_stopping_min_delta: N/A

System Information:
------------------------------
  cuda_available: True
  device: cuda
  pytorch_version: 2.1.2
  gpu_name: Quadro P4000
  cuda_version: 12.1
  total_gpu_memory: 7.9 GB

MAIN TRAINING PHASE
==================================================

Main Training Started: 2025-06-17 13:38:23
Main Training Completed: 2025-06-17 13:45:20
Main Training Duration: 6.9 minutes

Main Training Progress:
------------------------------
Epoch    Train Loss     Train Success  Val Loss       Val Success    Duration (s)
347      7.36064        1/1            7.31363        1/1            0.2         
348      7.31363        1/1            7.28621        1/1            0.2         
349      7.28621        1/1            7.24951        1/1            0.2         
350      7.24951        1/1            7.22270        1/1            0.2         
351      7.22270        1/1            7.18483        1/1            0.2         
352      7.18483        1/1            7.16393        1/1            0.2         
353      7.16393        1/1            7.12864        1/1            0.2         
354      7.12864        1/1            7.09815        1/1            0.2         
355      7.09815        1/1            7.08538        1/1            0.2         
356      7.08538        1/1            7.03857        1/1            0.2         
357      7.03857        1/1            7.01639        1/1            0.2         
358      7.01639        1/1            6.98971        1/1            0.2         
359      6.98971        1/1            6.95815        1/1            0.2         
360      6.95815        1/1            6.93267        1/1            0.2         
361      6.93267        1/1            6.90943        1/1            0.2         
362      6.90943        1/1            6.88254        1/1            0.2         
363      6.88254        1/1            6.85462        1/1            0.2         
364      6.85462        1/1            6.83348        1/1            0.2         
365      6.83348        1/1            6.80267        1/1            0.2         
366      6.80267        1/1            6.78042        1/1            0.2         
367      6.78042        1/1            6.75498        1/1            0.2         
368      6.75498        1/1            6.72780        1/1            0.2         
369      6.72780        1/1            6.71148        1/1            0.2         
370      6.71148        1/1            6.68036        1/1            0.2         
371      6.68036        1/1            6.67656        1/1            0.2         
372      6.67656        1/1            6.65836        1/1            0.2         
373      6.65836        1/1            6.61856        1/1            0.2         
374      6.61856        1/1            6.64236        1/1            0.2         
375      6.64236        1/1            6.65208        1/1            0.2         
376      6.65208        1/1            6.58259        1/1            0.2         
377      6.58259        1/1            6.57570        1/1            0.2         
378      6.57570        1/1            6.67116        1/1            0.2         
379      6.67116        1/1            6.57609        1/1            0.2         
380      6.57609        1/1            6.50837        1/1            0.2         
381      6.50837        1/1            6.53023        1/1            0.2         
382      6.53023        1/1            6.50328        1/1            0.2         
383      6.50328        1/1            6.48801        1/1            0.2         
384      6.48801        1/1            6.47769        1/1            0.2         
385      6.47769        1/1            6.46649        1/1            0.2         
386      6.46649        1/1            6.44827        1/1            0.2         
387      6.44827        1/1            6.43930        1/1            0.2         
388      6.43930        1/1            6.43426        1/1            0.2         
389      6.43426        1/1            6.42432        1/1            0.2         
390      6.42432        1/1            6.40065        1/1            0.2         
391      6.40065        1/1            6.39312        1/1            0.2         
392      6.39312        1/1            6.38424        1/1            0.2         
393      6.38424        1/1            6.36756        1/1            0.2         
394      6.36756        1/1            6.37628        1/1            0.2         
395      6.37628        1/1            6.36154        1/1            0.2         
396      6.36154        1/1            6.33787        1/1            0.2         
397      6.33787        1/1            6.32767        1/1            0.2         
398      6.32767        1/1            6.32353        1/1            0.2         
399      6.32353        1/1            6.30997        1/1            0.2         
400      6.30997        1/1            6.29839        1/1            0.2         
401      6.29839        1/1            6.28833        1/1            0.2         
402      6.28833        1/1            6.28413        1/1            0.2         
403      6.28413        1/1            6.27042        1/1            0.2         
404      6.27042        1/1            6.26478        1/1            0.2         
405      6.26478        1/1            6.25476        1/1            0.2         
406      6.25476        1/1            6.24054        1/1            0.2         
407      6.24054        1/1            6.23066        1/1            0.2         
408      6.23066        1/1            6.23075        1/1            0.2         
409      6.23075        1/1            6.22020        1/1            0.2         
410      6.22020        1/1            6.20646        1/1            0.2         
411      6.20646        1/1            6.19920        1/1            0.2         
412      6.19920        1/1            6.18869        1/1            0.2         
413      6.18869        1/1            6.17781        1/1            0.2         
414      6.17781        1/1            6.18267        1/1            0.2         
415      6.18267        1/1            6.17284        1/1            0.2         
416      6.17284        1/1            6.15474        1/1            0.2         
417      6.15474        1/1            6.14565        1/1            0.2         
418      6.14565        1/1            6.14792        1/1            0.2         
419      6.14792        1/1            6.12827        1/1            0.2         
420      6.12827        1/1            6.14000        1/1            0.2         
421      6.14000        1/1            6.13513        1/1            0.2         
422      6.13513        1/1            6.10141        1/1            0.2         
423      6.10141        1/1            6.11871        1/1            0.2         
424      6.11871        1/1            6.09907        1/1            0.2         
425      6.09907        1/1            6.08039        1/1            0.2         
426      6.08039        1/1            6.07332        1/1            0.2         
427      6.07332        1/1            6.06391        1/1            0.2         
428      6.06391        1/1            6.05267        1/1            0.2         
429      6.05267        1/1            6.05996        1/1            0.2         
430      6.05996        1/1            6.05207        1/1            0.2         
431      6.05207        1/1            6.02750        1/1            0.2         
432      6.02750        1/1            6.02011        1/1            0.2         
433      6.02011        1/1            6.01904        1/1            0.2         
434      6.01904        1/1            6.00494        1/1            0.2         
435      6.00494        1/1            6.01314        1/1            0.2         
436      6.01314        1/1            6.00910        1/1            0.2         
437      6.00910        1/1            5.97668        1/1            0.2         
438      5.97668        1/1            5.96891        1/1            0.2         
439      5.96891        1/1            5.96690        1/1            0.2         
440      5.96690        1/1            5.95016        1/1            0.2         
441      5.95016        1/1            5.95961        1/1            0.2         
442      5.95961        1/1            5.94971        1/1            0.2         
443      5.94971        1/1            5.92462        1/1            0.2         
444      5.92462        1/1            5.92086        1/1            0.2         
445      5.92086        1/1            5.90432        1/1            0.2         
446      5.90432        1/1            5.89781        1/1            0.2         
