EVOFORMER NEURAL ODE TRAINING REPORT
==================================================

Experiment: adjoint_training_20250605_183403
Started: 2025-06-05 18:34:32
Completed: 2025-06-06 00:32:37
Total Training Time: 358.1 minutes (6.0 hours)
Report generated: 2025-06-06 00:32:37

Configuration Settings:
------------------------------
  data_dir: /media/visitor/Extreme SSD/data/complete_blocks
  splits_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/data_splits/mini
  mode: N/A
  output_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/outputs
  use_fast_ode: True
  reduced_cluster_size: 128
  hidden_dim: 128
  model_parameters: 166914
  model_type: EvoformerODEFuncFast
  epochs: 1000
  learning_rate: 0.001
  batch_size: N/A
  integrator: rk4
  use_amp: True
  max_residues: 1000
  loss_function: Adaptive MSE (0→48 only)
  train_proteins: 80
  val_proteins: 25

System Information:
------------------------------
  cuda_available: True
  device: cuda
  pytorch_version: 2.1.2
  gpu_name: Quadro P4000
  cuda_version: 12.1
  total_gpu_memory: 7.9 GB

TRAINING PROGRESS SUMMARY
==================================================

Epoch    Train Loss     Val Loss       Best Loss      Worst Loss     Duration (s)
    Val range: [0.14748, 0.44247]
  Best: 2r9p_A (0.14362)
  Worst: 6vjo_A (0.57462)
  Training Proteins:
    7d60_A: 0.20085
    1kqy_A: 0.19288
    3eba_A: 0.18328
    3foa_A: 0.18947
    3eps_A: 0.19005
    4j7z_A: 0.28969
    2cbp_A: 0.16115
    2wvq_A: 0.20053
    5wrf_A: 0.18446
    3ob6_A: 0.21315
    1mzw_A: 0.16515
    7bln_A: 0.16570
    3st1_A: 0.16726
    1z84_A: 0.19054
    5jir_A: 0.16832
    5wup_A: 0.20134
    1tpg_A: 0.18300
    6dzg_A: 0.16469
    1b08_A: 0.16544
    7k6p_A: 0.26796
    6h05_A: 0.22065
    1pzx_A: 0.18818
    6fl1_A: 0.35026
    2wwn_A: 0.22389
    3zxf_A: 0.21865
    4n8p_A: 0.17309
    3e62_A: 0.16039
    5veo_A: 0.16786
    4i05_A: 0.16838
    4b7i_A: 0.18055
    1rij_A: 0.25863
    2pwj_A: 0.17092
    4z7x_A: 0.17889
    2f2x_A: 0.15540
    6vjo_A: 0.57462
    3q54_A: 0.21993
    2cb3_A: 0.17094
    3gai_A: 0.18295
    3dm8_A: 0.20704
    4x51_A: 0.23066
    1wlt_A: 0.17115
    4edp_A: 0.18823
    4yk0_A: 0.17934
    6neg_A: 0.17462
    5uag_A: 0.19473
    2gp6_A: 0.16936
    1t1h_A: 0.16001
    1pt4_A: 0.30032
    1su1_A: 0.16373
    1fdy_A: 0.17291
    7lca_A: 0.17587
    6fcm_A: 0.16379
    2cwx_A: 0.17774
    1i5z_A: 0.18496
    6abq_A: 0.16046
    1esi_A: 0.19093
    4ekx_A: 0.15958
    5khg_A: 0.18164
    1ehj_A: 0.18214
    6v42_A: 0.16817
    5uqi_A: 0.15518
    3tkp_A: 0.15242
    3gbw_A: 0.19409
    2qht_A: 0.20998
    2r9p_A: 0.14362
    3ga0_A: 0.14536
    2g19_A: 0.16759
    4nwb_A: 0.21862
    2zc1_A: 0.17850
    3dp6_A: 0.15517
    2uy9_A: 0.17855
    3o4r_A: 0.17673
    2pku_A: 0.17790
    6yjn_A: 0.16996
    1sgv_A: 0.18949
    1uv7_A: 0.17960
    6jko_A: 0.18684
    6sw8_A: 0.21195
    2ztm_A: 0.20881
    4cew_A: 0.18155

Epoch 33:
  Duration: 113.3 seconds
  Training Loss: 0.19275
  Validation Loss: 0.20383 (25 proteins)
    Val range: [0.14721, 0.44178]
  Best: 2r9p_A (0.14321)
  Worst: 6vjo_A (0.57362)
  Training Proteins:
    7d60_A: 0.20058
    1kqy_A: 0.19277
    3eba_A: 0.18286
    3foa_A: 0.18864
    3eps_A: 0.18969
    4j7z_A: 0.28930
    2cbp_A: 0.16053
    2wvq_A: 0.19992
    5wrf_A: 0.18376
    3ob6_A: 0.21254
    1mzw_A: 0.16472
    7bln_A: 0.16524
    3st1_A: 0.16666
    1z84_A: 0.19042
    5jir_A: 0.16804
    5wup_A: 0.20094
    1tpg_A: 0.18245
    6dzg_A: 0.16424
    1b08_A: 0.16504
    7k6p_A: 0.26743
    6h05_A: 0.22037
    1pzx_A: 0.18800
    6fl1_A: 0.34978
    2wwn_A: 0.22375
    3zxf_A: 0.21793
    4n8p_A: 0.17260
    3e62_A: 0.16071
    5veo_A: 0.16821
    4i05_A: 0.16849
    4b7i_A: 0.18033
    1rij_A: 0.25843
    2pwj_A: 0.17050
    4z7x_A: 0.17859
    2f2x_A: 0.15494
    6vjo_A: 0.57362
    3q54_A: 0.21984
    2cb3_A: 0.17076
    3gai_A: 0.18280
    3dm8_A: 0.20689
    4x51_A: 0.23050
    1wlt_A: 0.17070
    4edp_A: 0.18771
    4yk0_A: 0.17888
    6neg_A: 0.17434
    5uag_A: 0.19454
    2gp6_A: 0.16946
    1t1h_A: 0.15961
    1pt4_A: 0.29945
    1su1_A: 0.16329
    1fdy_A: 0.17228
    7lca_A: 0.17535
    6fcm_A: 0.16349
    2cwx_A: 0.17740
    1i5z_A: 0.18464
    6abq_A: 0.16000
    1esi_A: 0.19055
    4ekx_A: 0.15881
    5khg_A: 0.18125
    1ehj_A: 0.18166
    6v42_A: 0.16808
    5uqi_A: 0.15493
    3tkp_A: 0.15218
    3gbw_A: 0.19346
    2qht_A: 0.20942
    2r9p_A: 0.14321
    3ga0_A: 0.14534
    2g19_A: 0.16737
    4nwb_A: 0.21843
    2zc1_A: 0.17812
    3dp6_A: 0.15481
    2uy9_A: 0.17809
    3o4r_A: 0.17648
    2pku_A: 0.17760
    6yjn_A: 0.16972
    1sgv_A: 0.18921
    1uv7_A: 0.17931
    6jko_A: 0.18642
    6sw8_A: 0.21164
    2ztm_A: 0.20831
    4cew_A: 0.18133

Epoch 34:
  Duration: 113.2 seconds
  Training Loss: 0.19242
  Validation Loss: 0.20352 (25 proteins)
    Val range: [0.14695, 0.44103]
  Best: 2r9p_A (0.14287)
  Worst: 6vjo_A (0.57241)
  Training Proteins:
    7d60_A: 0.20037
    1kqy_A: 0.19258
    3eba_A: 0.18243
    3foa_A: 0.18785
    3eps_A: 0.18918
    4j7z_A: 0.28898
    2cbp_A: 0.16003
    2wvq_A: 0.19939
    5wrf_A: 0.18315
    3ob6_A: 0.21206
    1mzw_A: 0.16431
    7bln_A: 0.16477
    3st1_A: 0.16603
    1z84_A: 0.19032
    5jir_A: 0.16788
    5wup_A: 0.20066
    1tpg_A: 0.18184
    6dzg_A: 0.16385
    1b08_A: 0.16465
    7k6p_A: 0.26694
    6h05_A: 0.22021
    1pzx_A: 0.18775
    6fl1_A: 0.34926
    2wwn_A: 0.22285
    3zxf_A: 0.21747
    4n8p_A: 0.17227
    3e62_A: 0.16117
    5veo_A: 0.16890
    4i05_A: 0.16862
    4b7i_A: 0.17999
    1rij_A: 0.25812
    2pwj_A: 0.17032
    4z7x_A: 0.17867
    2f2x_A: 0.15436
    6vjo_A: 0.57241
    3q54_A: 0.21991
    2cb3_A: 0.17078
    3gai_A: 0.18254
    3dm8_A: 0.20654
    4x51_A: 0.23011
    1wlt_A: 0.17052
    4edp_A: 0.18740
    4yk0_A: 0.17842
    6neg_A: 0.17430
    5uag_A: 0.19437
    2gp6_A: 0.16953
    1t1h_A: 0.15920
    1pt4_A: 0.29887
    1su1_A: 0.16298
    1fdy_A: 0.17199
    7lca_A: 0.17515
    6fcm_A: 0.16329
    2cwx_A: 0.17708
    1i5z_A: 0.18423
    6abq_A: 0.15945
    1esi_A: 0.19014
    4ekx_A: 0.15829
    5khg_A: 0.18089
    1ehj_A: 0.18127
    6v42_A: 0.16834
    5uqi_A: 0.15447
    3tkp_A: 0.15186
    3gbw_A: 0.19280
    2qht_A: 0.20908
    2r9p_A: 0.14287
    3ga0_A: 0.14516
    2g19_A: 0.16725
    4nwb_A: 0.21821
    2zc1_A: 0.17783
    3dp6_A: 0.15435
    2uy9_A: 0.17761
    3o4r_A: 0.17616
    2pku_A: 0.17730
    6yjn_A: 0.16944
    1sgv_A: 0.18897
    1uv7_A: 0.17901
    6jko_A: 0.18593
    6sw8_A: 0.21119
    2ztm_A: 0.20777
    4cew_A: 0.18107

Epoch 35:
  Duration: 113.2 seconds
  Training Loss: 0.19187
  Validation Loss: 0.20305 (25 proteins)
    Val range: [0.14673, 0.43982]
  Best: 2r9p_A (0.14253)
  Worst: 6vjo_A (0.57211)
  Training Proteins:
    7d60_A: 0.20013
    1kqy_A: 0.19251
    3eba_A: 0.18204
    3foa_A: 0.18703
    3eps_A: 0.18869
    4j7z_A: 0.28854
    2cbp_A: 0.15956
    2wvq_A: 0.19875
    5wrf_A: 0.18249
    3ob6_A: 0.21162
    1mzw_A: 0.16384
    7bln_A: 0.16434
    3st1_A: 0.16549
    1z84_A: 0.19005
    5jir_A: 0.16751
    5wup_A: 0.20035
    1tpg_A: 0.18132
    6dzg_A: 0.16356
    1b08_A: 0.16429
    7k6p_A: 0.26644
    6h05_A: 0.21921
    1pzx_A: 0.18837
    6fl1_A: 0.34883
    2wwn_A: 0.22127
    3zxf_A: 0.21671
    4n8p_A: 0.17156
    3e62_A: 0.15960
    5veo_A: 0.16776
    4i05_A: 0.16801
    4b7i_A: 0.17842
    1rij_A: 0.25748
    2pwj_A: 0.16901
    4z7x_A: 0.17767
    2f2x_A: 0.15350
    6vjo_A: 0.57211
    3q54_A: 0.21709
    2cb3_A: 0.17031
    3gai_A: 0.18218
    3dm8_A: 0.20660
    4x51_A: 0.23023
    1wlt_A: 0.17002
    4edp_A: 0.18659
    4yk0_A: 0.17758
    6neg_A: 0.17368
    5uag_A: 0.19397
    2gp6_A: 0.17012
    1t1h_A: 0.15863
    1pt4_A: 0.29801
    1su1_A: 0.16281
    1fdy_A: 0.17185
    7lca_A: 0.17456
    6fcm_A: 0.16319
    2cwx_A: 0.17665
    1i5z_A: 0.18369
    6abq_A: 0.15834
    1esi_A: 0.18967
    4ekx_A: 0.15760
    5khg_A: 0.18033
    1ehj_A: 0.18079
    6v42_A: 0.16897
    5uqi_A: 0.15371
    3tkp_A: 0.15135
    3gbw_A: 0.19194
    2qht_A: 0.20847
    2r9p_A: 0.14253
    3ga0_A: 0.14471
    2g19_A: 0.16703
    4nwb_A: 0.21755
    2zc1_A: 0.17762
    3dp6_A: 0.15392
    2uy9_A: 0.17716
    3o4r_A: 0.17553
    2pku_A: 0.17674
    6yjn_A: 0.16886
    1sgv_A: 0.18869
    1uv7_A: 0.17858
    6jko_A: 0.18541
    6sw8_A: 0.21033
    2ztm_A: 0.20751
    4cew_A: 0.18062

Epoch 36:
  Duration: 113.5 seconds
  Training Loss: 0.19117
  Validation Loss: 0.20233 (25 proteins)
    Val range: [0.14607, 0.43887]
  Best: 2r9p_A (0.14186)
  Worst: 6vjo_A (0.57086)
  Training Proteins:
    7d60_A: 0.19976
    1kqy_A: 0.19259
    3eba_A: 0.18156
    3foa_A: 0.18643
    3eps_A: 0.18832
    4j7z_A: 0.28809
    2cbp_A: 0.15894
    2wvq_A: 0.19790
    5wrf_A: 0.18173
    3ob6_A: 0.21116
    1mzw_A: 0.16330
    7bln_A: 0.16374
    3st1_A: 0.16504
    1z84_A: 0.18922
    5jir_A: 0.16654
    5wup_A: 0.19983
    1tpg_A: 0.18101
    6dzg_A: 0.16313
    1b08_A: 0.16392
    7k6p_A: 0.26595
    6h05_A: 0.21811
    1pzx_A: 0.18837
    6fl1_A: 0.34809
    2wwn_A: 0.22177
    3zxf_A: 0.21621
    4n8p_A: 0.17066
    3e62_A: 0.15824
    5veo_A: 0.16605
    4i05_A: 0.16705
    4b7i_A: 0.17786
    1rij_A: 0.25724
    2pwj_A: 0.16805
    4z7x_A: 0.17661
    2f2x_A: 0.15311
    6vjo_A: 0.57086
    3q54_A: 0.21579
    2cb3_A: 0.16908
    3gai_A: 0.18181
    3dm8_A: 0.20632
    4x51_A: 0.23014
    1wlt_A: 0.16913
    4edp_A: 0.18566
    4yk0_A: 0.17661
    6neg_A: 0.17262
    5uag_A: 0.19330
    2gp6_A: 0.16973
    1t1h_A: 0.15806
    1pt4_A: 0.29672
    1su1_A: 0.16158
    1fdy_A: 0.17018
    7lca_A: 0.17346
    6fcm_A: 0.16236
    2cwx_A: 0.17607
    1i5z_A: 0.18296
    6abq_A: 0.15758
    1esi_A: 0.18905
    4ekx_A: 0.15664
    5khg_A: 0.17959
    1ehj_A: 0.17998
    6v42_A: 0.16749
    5uqi_A: 0.15319
    3tkp_A: 0.15079
    3gbw_A: 0.19117
    2qht_A: 0.20765
    2r9p_A: 0.14186
    3ga0_A: 0.14400
    2g19_A: 0.16615
    4nwb_A: 0.21713
    2zc1_A: 0.17699
    3dp6_A: 0.15345
    2uy9_A: 0.17655
    3o4r_A: 0.17493
    2pku_A: 0.17615
    6yjn_A: 0.16834
    1sgv_A: 0.18790
    1uv7_A: 0.17787
    6jko_A: 0.18490
    6sw8_A: 0.20960
    2ztm_A: 0.20696
    4cew_A: 0.18010

Epoch 37:
  Duration: 113.3 seconds
  Training Loss: 0.19054
  Validation Loss: 0.20171 (25 proteins)
    Val range: [0.14547, 0.43782]
  Best: 2r9p_A (0.14130)
  Worst: 6vjo_A (0.56959)
  Training Proteins:
    7d60_A: 0.19906
    1kqy_A: 0.19178
    3eba_A: 0.18087
    3foa_A: 0.18596
    3eps_A: 0.18773
    4j7z_A: 0.28755
    2cbp_A: 0.15828
    2wvq_A: 0.19746
    5wrf_A: 0.18104
    3ob6_A: 0.21063
    1mzw_A: 0.16270
    7bln_A: 0.16304
    3st1_A: 0.16439
    1z84_A: 0.18850
    5jir_A: 0.16593
    5wup_A: 0.19934
    1tpg_A: 0.18028
    6dzg_A: 0.16252
    1b08_A: 0.16333
    7k6p_A: 0.26539
    6h05_A: 0.21744
    1pzx_A: 0.18769
    6fl1_A: 0.34710
    2wwn_A: 0.22110
    3zxf_A: 0.21563
    4n8p_A: 0.17021
    3e62_A: 0.15760
    5veo_A: 0.16518
    4i05_A: 0.16625
    4b7i_A: 0.17723
    1rij_A: 0.25671
    2pwj_A: 0.16742
    4z7x_A: 0.17609
    2f2x_A: 0.15213
    6vjo_A: 0.56959
    3q54_A: 0.21514
    2cb3_A: 0.16830
    3gai_A: 0.18117
    3dm8_A: 0.20545
    4x51_A: 0.22934
    1wlt_A: 0.16903
    4edp_A: 0.18510
    4yk0_A: 0.17586
    6neg_A: 0.17199
    5uag_A: 0.19262
    2gp6_A: 0.16845
    1t1h_A: 0.15733
    1pt4_A: 0.29629
    1su1_A: 0.16110
    1fdy_A: 0.16984
    7lca_A: 0.17299
    6fcm_A: 0.16168
    2cwx_A: 0.17556
    1i5z_A: 0.18229
    6abq_A: 0.15687
    1esi_A: 0.18844
    4ekx_A: 0.15592
    5khg_A: 0.17907
    1ehj_A: 0.17935
    6v42_A: 0.16707
    5uqi_A: 0.15252
    3tkp_A: 0.15020
    3gbw_A: 0.19059
    2qht_A: 0.20718
    2r9p_A: 0.14130
    3ga0_A: 0.14330
    2g19_A: 0.16557
    4nwb_A: 0.21653
    2zc1_A: 0.17640
    3dp6_A: 0.15297
    2uy9_A: 0.17592
    3o4r_A: 0.17435
    2pku_A: 0.17551
    6yjn_A: 0.16786
    1sgv_A: 0.18724
    1uv7_A: 0.17715
    6jko_A: 0.18436
    6sw8_A: 0.20880
    2ztm_A: 0.20636
    4cew_A: 0.17951

Epoch 38:
  Duration: 113.3 seconds
  Training Loss: 0.18984
  Validation Loss: 0.20100 (25 proteins)
    Val range: [0.14481, 0.43690]
  Best: 2r9p_A (0.14071)
  Worst: 6vjo_A (0.56839)
  Training Proteins:
    7d60_A: 0.19849
    1kqy_A: 0.19113
    3eba_A: 0.18013
    3foa_A: 0.18536
    3eps_A: 0.18719
    4j7z_A: 0.28706
    2cbp_A: 0.15749
    2wvq_A: 0.19693
    5wrf_A: 0.18032
    3ob6_A: 0.21014
    1mzw_A: 0.16204
    7bln_A: 0.16235
    3st1_A: 0.16374
    1z84_A: 0.18767
    5jir_A: 0.16521
    5wup_A: 0.19871
    1tpg_A: 0.17951
    6dzg_A: 0.16193
    1b08_A: 0.16267
    7k6p_A: 0.26473
    6h05_A: 0.21672
    1pzx_A: 0.18711
    6fl1_A: 0.34591
    2wwn_A: 0.22054
    3zxf_A: 0.21492
    4n8p_A: 0.16943
    3e62_A: 0.15686
    5veo_A: 0.16425
    4i05_A: 0.16549
    4b7i_A: 0.17651
    1rij_A: 0.25607
    2pwj_A: 0.16664
    4z7x_A: 0.17532
    2f2x_A: 0.15124
    6vjo_A: 0.56839
    3q54_A: 0.21432
    2cb3_A: 0.16760
    3gai_A: 0.18053
    3dm8_A: 0.20470
    4x51_A: 0.22867
    1wlt_A: 0.16874
    4edp_A: 0.18443
    4yk0_A: 0.17506
    6neg_A: 0.17121
    5uag_A: 0.19193
    2gp6_A: 0.16742
    1t1h_A: 0.15662
    1pt4_A: 0.29556
    1su1_A: 0.16041
    1fdy_A: 0.16915
    7lca_A: 0.17220
    6fcm_A: 0.16087
    2cwx_A: 0.17495
    1i5z_A: 0.18167
    6abq_A: 0.15614
    1esi_A: 0.18777
    4ekx_A: 0.15501
    5khg_A: 0.17848
    1ehj_A: 0.17869
    6v42_A: 0.16612
    5uqi_A: 0.15180
    3tkp_A: 0.14952
    3gbw_A: 0.18980
    2qht_A: 0.20664
    2r9p_A: 0.14071
    3ga0_A: 0.14271
    2g19_A: 0.16491
    4nwb_A: 0.21597
    2zc1_A: 0.17588
    3dp6_A: 0.15242
    2uy9_A: 0.17535
    3o4r_A: 0.17368
    2pku_A: 0.17470
    6yjn_A: 0.16733
    1sgv_A: 0.18656
    1uv7_A: 0.17626
    6jko_A: 0.18381
    6sw8_A: 0.20792
    2ztm_A: 0.20582
    4cew_A: 0.17887

Epoch 39:
  Duration: 113.4 seconds
  Training Loss: 0.18913
  Validation Loss: 0.20033 (25 proteins)
    Val range: [0.14419, 0.43577]
  Best: 2r9p_A (0.14005)
  Worst: 6vjo_A (0.56746)
  Training Proteins:
    7d60_A: 0.19789
    1kqy_A: 0.19033
    3eba_A: 0.17934
    3foa_A: 0.18483
    3eps_A: 0.18657
    4j7z_A: 0.28647
    2cbp_A: 0.15676
    2wvq_A: 0.19639
    5wrf_A: 0.17960
    3ob6_A: 0.20952
    1mzw_A: 0.16144
    7bln_A: 0.16161
    3st1_A: 0.16297
    1z84_A: 0.18681
    5jir_A: 0.16445
    5wup_A: 0.19809
    1tpg_A: 0.17887
    6dzg_A: 0.16124
    1b08_A: 0.16193
    7k6p_A: 0.26372
    6h05_A: 0.21592
    1pzx_A: 0.18626
    6fl1_A: 0.34441
    2wwn_A: 0.21990
    3zxf_A: 0.21447
    4n8p_A: 0.16891
    3e62_A: 0.15620
    5veo_A: 0.16322
    4i05_A: 0.16456
    4b7i_A: 0.17587
    1rij_A: 0.25529
    2pwj_A: 0.16584
    4z7x_A: 0.17448
    2f2x_A: 0.15028
    6vjo_A: 0.56746
    3q54_A: 0.21359
    2cb3_A: 0.16691
    3gai_A: 0.17994
    3dm8_A: 0.20406
    4x51_A: 0.22816
    1wlt_A: 0.16837
    4edp_A: 0.18379
    4yk0_A: 0.17435
    6neg_A: 0.17038
    5uag_A: 0.19125
    2gp6_A: 0.16643
    1t1h_A: 0.15587
    1pt4_A: 0.29473
    1su1_A: 0.15978
    1fdy_A: 0.16855
    7lca_A: 0.17143
    6fcm_A: 0.16009
    2cwx_A: 0.17426
    1i5z_A: 0.18097
    6abq_A: 0.15557
    1esi_A: 0.18714
    4ekx_A: 0.15441
    5khg_A: 0.17786
    1ehj_A: 0.17789
    6v42_A: 0.16489
    5uqi_A: 0.15115
    3tkp_A: 0.14881
    3gbw_A: 0.18901
    2qht_A: 0.20612
    2r9p_A: 0.14005
    3ga0_A: 0.14221
    2g19_A: 0.16412
    4nwb_A: 0.21543
    2zc1_A: 0.17535
    3dp6_A: 0.15184
    2uy9_A: 0.17467
    3o4r_A: 0.17297
    2pku_A: 0.17393
    6yjn_A: 0.16680
    1sgv_A: 0.18590
    1uv7_A: 0.17543
    6jko_A: 0.18324
    6sw8_A: 0.20713
    2ztm_A: 0.20533
    4cew_A: 0.17816

Epoch 40:
  Duration: 113.3 seconds
  Training Loss: 0.18844
  Validation Loss: 0.19970 (25 proteins)
    Val range: [0.14362, 0.43466]
  Best: 2r9p_A (0.13939)
  Worst: 6vjo_A (0.56658)
  Training Proteins:
    7d60_A: 0.19726
    1kqy_A: 0.18973
    3eba_A: 0.17860
    3foa_A: 0.18415
    3eps_A: 0.18600
    4j7z_A: 0.28596
    2cbp_A: 0.15603
    2wvq_A: 0.19585
    5wrf_A: 0.17883
    3ob6_A: 0.20889
    1mzw_A: 0.16076
    7bln_A: 0.16083
    3st1_A: 0.16207
    1z84_A: 0.18590
    5jir_A: 0.16379
    5wup_A: 0.19754
    1tpg_A: 0.17796
    6dzg_A: 0.16046
    1b08_A: 0.16112
    7k6p_A: 0.26283
    6h05_A: 0.21518
    1pzx_A: 0.18556
    6fl1_A: 0.34280
    2wwn_A: 0.21945
    3zxf_A: 0.21388
    4n8p_A: 0.16816
    3e62_A: 0.15554
    5veo_A: 0.16230
    4i05_A: 0.16373
    4b7i_A: 0.17515
    1rij_A: 0.25474
    2pwj_A: 0.16490
    4z7x_A: 0.17360
    2f2x_A: 0.14935
    6vjo_A: 0.56658
    3q54_A: 0.21270
    2cb3_A: 0.16626
    3gai_A: 0.17947
    3dm8_A: 0.20351
    4x51_A: 0.22772
    1wlt_A: 0.16790
    4edp_A: 0.18317
    4yk0_A: 0.17363
    6neg_A: 0.16960
    5uag_A: 0.19066
    2gp6_A: 0.16581
    1t1h_A: 0.15520
    1pt4_A: 0.29378
    1su1_A: 0.15933
    1fdy_A: 0.16807
    7lca_A: 0.17072
    6fcm_A: 0.15945
    2cwx_A: 0.17370
    1i5z_A: 0.18043
    6abq_A: 0.15500
    1esi_A: 0.18660
    4ekx_A: 0.15371
    5khg_A: 0.17727
    1ehj_A: 0.17716
    6v42_A: 0.16387
    5uqi_A: 0.15052
    3tkp_A: 0.14813
    3gbw_A: 0.18823
    2qht_A: 0.20545
    2r9p_A: 0.13939
    3ga0_A: 0.14169
    2g19_A: 0.16333
    4nwb_A: 0.21489
    2zc1_A: 0.17489
    3dp6_A: 0.15126
    2uy9_A: 0.17392
    3o4r_A: 0.17226
    2pku_A: 0.17315
    6yjn_A: 0.16635
    1sgv_A: 0.18535
    1uv7_A: 0.17474
    6jko_A: 0.18272
    6sw8_A: 0.20645
    2ztm_A: 0.20474
    4cew_A: 0.17757

Epoch 41:
  Duration: 113.4 seconds
  Training Loss: 0.18786
  Validation Loss: 0.19912 (25 proteins)
    Val range: [0.14315, 0.43354]
  Best: 2r9p_A (0.13885)
  Worst: 6vjo_A (0.56581)
  Training Proteins:
    7d60_A: 0.19669
    1kqy_A: 0.18916
    3eba_A: 0.17790
    3foa_A: 0.18348
    3eps_A: 0.18548
    4j7z_A: 0.28547
    2cbp_A: 0.15527
    2wvq_A: 0.19552
    5wrf_A: 0.17820
    3ob6_A: 0.20840
    1mzw_A: 0.16013
    7bln_A: 0.16014
    3st1_A: 0.16135
    1z84_A: 0.18526
    5jir_A: 0.16326
    5wup_A: 0.19696
    1tpg_A: 0.17712
    6dzg_A: 0.15982
    1b08_A: 0.16050
    7k6p_A: 0.26207
    6h05_A: 0.21465
    1pzx_A: 0.18491
    6fl1_A: 0.34125
    2wwn_A: 0.21888
    3zxf_A: 0.21340
    4n8p_A: 0.16746
    3e62_A: 0.15500
    5veo_A: 0.16163
    4i05_A: 0.16312
    4b7i_A: 0.17449
    1rij_A: 0.25412
    2pwj_A: 0.16401
    4z7x_A: 0.17270
    2f2x_A: 0.14845
    6vjo_A: 0.56581
    3q54_A: 0.21208
    2cb3_A: 0.16581
    3gai_A: 0.17911
    3dm8_A: 0.20325
    4x51_A: 0.22748
    1wlt_A: 0.16745
    4edp_A: 0.18263
    4yk0_A: 0.17306
    6neg_A: 0.16893
    5uag_A: 0.19021
    2gp6_A: 0.16530
    1t1h_A: 0.15471
    1pt4_A: 0.29291
    1su1_A: 0.15917
    1fdy_A: 0.16790
    7lca_A: 0.17013
    6fcm_A: 0.15895
    2cwx_A: 0.17321
    1i5z_A: 0.18004
    6abq_A: 0.15461
    1esi_A: 0.18614
    4ekx_A: 0.15295
    5khg_A: 0.17682
    1ehj_A: 0.17648
    6v42_A: 0.16319
    5uqi_A: 0.14996
    3tkp_A: 0.14753
    3gbw_A: 0.18751
    2qht_A: 0.20484
    2r9p_A: 0.13885
    3ga0_A: 0.14128
    2g19_A: 0.16268
    4nwb_A: 0.21441
    2zc1_A: 0.17449
    3dp6_A: 0.15076
    2uy9_A: 0.17323
    3o4r_A: 0.17162
    2pku_A: 0.17256
    6yjn_A: 0.16590
    1sgv_A: 0.18486
    1uv7_A: 0.17422
    6jko_A: 0.18212
    6sw8_A: 0.20587
    2ztm_A: 0.20418
    4cew_A: 0.17702

Epoch 42:
  Duration: 113.3 seconds
  Training Loss: 0.18726
  Validation Loss: 0.19848 (25 proteins)
    Val range: [0.14261, 0.43233]
  Best: 2r9p_A (0.13825)
  Worst: 6vjo_A (0.56489)
  Training Proteins:
    7d60_A: 0.19613
    1kqy_A: 0.18879
    3eba_A: 0.17733
    3foa_A: 0.18276
    3eps_A: 0.18493
    4j7z_A: 0.28502
    2cbp_A: 0.15455
    2wvq_A: 0.19520
    5wrf_A: 0.17765
    3ob6_A: 0.20789
    1mzw_A: 0.15952
    7bln_A: 0.15949
    3st1_A: 0.16067
    1z84_A: 0.18485
    5jir_A: 0.16288
    5wup_A: 0.19646
    1tpg_A: 0.17639
    6dzg_A: 0.15928
    1b08_A: 0.16001
    7k6p_A: 0.26123
    6h05_A: 0.21411
    1pzx_A: 0.18435
    6fl1_A: 0.33952
    2wwn_A: 0.21834
    3zxf_A: 0.21311
    4n8p_A: 0.16664
    3e62_A: 0.15462
    5veo_A: 0.16113
    4i05_A: 0.16261
    4b7i_A: 0.17391
    1rij_A: 0.25350
    2pwj_A: 0.16325
    4z7x_A: 0.17191
    2f2x_A: 0.14772
    6vjo_A: 0.56489
    3q54_A: 0.21170
    2cb3_A: 0.16542
    3gai_A: 0.17865
    3dm8_A: 0.20288
    4x51_A: 0.22710
    1wlt_A: 0.16703
    4edp_A: 0.18205
    4yk0_A: 0.17250
    6neg_A: 0.16829
    5uag_A: 0.18974
    2gp6_A: 0.16474
    1t1h_A: 0.15423
    1pt4_A: 0.29187
    1su1_A: 0.15866
    1fdy_A: 0.16752
    7lca_A: 0.16966
    6fcm_A: 0.15853
    2cwx_A: 0.17255
    1i5z_A: 0.17932
    6abq_A: 0.15424
    1esi_A: 0.18557
    4ekx_A: 0.15198
    5khg_A: 0.17626
    1ehj_A: 0.17564
    6v42_A: 0.16279
    5uqi_A: 0.14930
    3tkp_A: 0.14692
    3gbw_A: 0.18675
    2qht_A: 0.20419
    2r9p_A: 0.13825
    3ga0_A: 0.14091
    2g19_A: 0.16203
    4nwb_A: 0.21382
    2zc1_A: 0.17390
    3dp6_A: 0.15023
    2uy9_A: 0.17266
    3o4r_A: 0.17097
    2pku_A: 0.17189
    6yjn_A: 0.16537
    1sgv_A: 0.18431
    1uv7_A: 0.17356
    6jko_A: 0.18146
    6sw8_A: 0.20518
    2ztm_A: 0.20356
    4cew_A: 0.17634

Epoch 43:
  Duration: 113.4 seconds
  Training Loss: 0.18668
  Validation Loss: 0.19792 (25 proteins)
    Val range: [0.14218, 0.43103]
  Best: 2r9p_A (0.13777)
  Worst: 6vjo_A (0.56397)
  Training Proteins:
    7d60_A: 0.19557
    1kqy_A: 0.18835
    3eba_A: 0.17671
    3foa_A: 0.18190
