EVOFORMER NEURAL ODE TRAINING REPORT
==================================================

Experiment: adjoint_training_20250605_183403
Started: 2025-06-05 18:34:32
Completed: 2025-06-06 00:32:37
Total Training Time: 358.1 minutes (6.0 hours)
Report generated: 2025-06-06 00:32:37

Configuration Settings:
------------------------------
  data_dir: /media/visitor/Extreme SSD/data/complete_blocks
  splits_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/data_splits/mini
  mode: N/A
  output_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/outputs
  use_fast_ode: True
  reduced_cluster_size: 128
  hidden_dim: 128
  model_parameters: 166914
  model_type: EvoformerODEFuncFast
  epochs: 1000
  learning_rate: 0.001
  batch_size: N/A
  integrator: rk4
  use_amp: True
  max_residues: 1000
  loss_function: Adaptive MSE (0→48 only)
  train_proteins: 80
  val_proteins: 25

System Information:
------------------------------
  cuda_available: True
  device: cuda
  pytorch_version: 2.1.2
  gpu_name: Quadro P4000
  cuda_version: 12.1
  total_gpu_memory: 7.9 GB

TRAINING PROGRESS SUMMARY
==================================================

Epoch    Train Loss     Val Loss       Best Loss      Worst Loss     Duration (s)
    4n8p_A: 0.15320
    3e62_A: 0.14155
    5veo_A: 0.14408
    4i05_A: 0.14913
    4b7i_A: 0.15773
    1rij_A: 0.22470
    2pwj_A: 0.14835
    4z7x_A: 0.15470
    2f2x_A: 0.12900
    6vjo_A: 0.52348
    3q54_A: 0.20048
    2cb3_A: 0.15270
    3gai_A: 0.16503
    3dm8_A: 0.18113
    4x51_A: 0.20146
    1wlt_A: 0.15096
    4edp_A: 0.17668
    4yk0_A: 0.15795
    6neg_A: 0.16055
    5uag_A: 0.17784
    2gp6_A: 0.15265
    1t1h_A: 0.14529
    1pt4_A: 0.27528
    1su1_A: 0.14368
    1fdy_A: 0.14729
    7lca_A: 0.15450
    6fcm_A: 0.14574
    2cwx_A: 0.15428
    1i5z_A: 0.16708
    6abq_A: 0.13997
    1esi_A: 0.17383
    4ekx_A: 0.13395
    5khg_A: 0.16143
    1ehj_A: 0.16406
    6v42_A: 0.13790
    5uqi_A: 0.13691
    3tkp_A: 0.13172
    3gbw_A: 0.17097
    2qht_A: 0.18381
    2r9p_A: 0.12275
    3ga0_A: 0.12933
    2g19_A: 0.14518
    4nwb_A: 0.19655
    2zc1_A: 0.15661
    3dp6_A: 0.13462
    2uy9_A: 0.15543
    3o4r_A: 0.15749
    2pku_A: 0.15471
    6yjn_A: 0.15410
    1sgv_A: 0.17212
    1uv7_A: 0.15469
    6jko_A: 0.16123
    6sw8_A: 0.17669
    2ztm_A: 0.18824
    4cew_A: 0.16205

Epoch 82:
  Duration: 113.7 seconds
  Training Loss: 0.17015
  Validation Loss: 0.17917 (25 proteins)
    Val range: [0.12784, 0.39368]
  Best: 2r9p_A (0.12221)
  Worst: 6vjo_A (0.53473)
  Training Proteins:
    7d60_A: 0.17983
    1kqy_A: 0.17465
    3eba_A: 0.16427
    3foa_A: 0.15819
    3eps_A: 0.16391
    4j7z_A: 0.26922
    2cbp_A: 0.13857
    2wvq_A: 0.17938
    5wrf_A: 0.15703
    3ob6_A: 0.19379
    1mzw_A: 0.14464
    7bln_A: 0.14573
    3st1_A: 0.14742
    1z84_A: 0.16905
    5jir_A: 0.14588
    5wup_A: 0.17577
    1tpg_A: 0.15454
    6dzg_A: 0.14473
    1b08_A: 0.14539
    7k6p_A: 0.22945
    6h05_A: 0.19059
    1pzx_A: 0.17152
    6fl1_A: 0.30724
    2wwn_A: 0.20219
    3zxf_A: 0.19709
    4n8p_A: 0.15089
    3e62_A: 0.13972
    5veo_A: 0.14202
    4i05_A: 0.14854
    4b7i_A: 0.15717
    1rij_A: 0.22321
    2pwj_A: 0.14755
    4z7x_A: 0.15450
    2f2x_A: 0.12638
    6vjo_A: 0.53473
    3q54_A: 0.19731
    2cb3_A: 0.15327
    3gai_A: 0.16639
    3dm8_A: 0.18322
    4x51_A: 0.20351
    1wlt_A: 0.14910
    4edp_A: 0.17394
    4yk0_A: 0.15571
    6neg_A: 0.15850
    5uag_A: 0.17666
    2gp6_A: 0.15067
    1t1h_A: 0.14317
    1pt4_A: 0.27935
    1su1_A: 0.14295
    1fdy_A: 0.14576
    7lca_A: 0.15049
    6fcm_A: 0.14414
    2cwx_A: 0.15412
    1i5z_A: 0.16865
    6abq_A: 0.13612
    1esi_A: 0.17521
    4ekx_A: 0.13207
    5khg_A: 0.16174
    1ehj_A: 0.15881
    6v42_A: 0.13796
    5uqi_A: 0.13767
    3tkp_A: 0.13241
    3gbw_A: 0.17111
    2qht_A: 0.18326
    2r9p_A: 0.12221
    3ga0_A: 0.12777
    2g19_A: 0.14505
    4nwb_A: 0.19512
    2zc1_A: 0.15535
    3dp6_A: 0.13411
    2uy9_A: 0.15614
    3o4r_A: 0.15707
    2pku_A: 0.15365
    6yjn_A: 0.15319
    1sgv_A: 0.17188
    1uv7_A: 0.15266
    6jko_A: 0.16175
    6sw8_A: 0.17620
    2ztm_A: 0.18885
    4cew_A: 0.16301

Epoch 83:
  Duration: 113.5 seconds
  Training Loss: 0.16974
  Validation Loss: 0.17842 (25 proteins)
    Val range: [0.12712, 0.38871]
  Best: 2r9p_A (0.12280)
  Worst: 6vjo_A (0.52290)
  Training Proteins:
    7d60_A: 0.17948
    1kqy_A: 0.17512
    3eba_A: 0.16436
    3foa_A: 0.15948
    3eps_A: 0.16369
    4j7z_A: 0.26874
    2cbp_A: 0.13879
    2wvq_A: 0.17870
    5wrf_A: 0.15606
    3ob6_A: 0.19328
    1mzw_A: 0.14464
    7bln_A: 0.14524
    3st1_A: 0.14691
    1z84_A: 0.16813
    5jir_A: 0.14608
    5wup_A: 0.17480
    1tpg_A: 0.15428
    6dzg_A: 0.14382
    1b08_A: 0.14498
    7k6p_A: 0.22964
    6h05_A: 0.18985
    1pzx_A: 0.17171
    6fl1_A: 0.30390
    2wwn_A: 0.20297
    3zxf_A: 0.19888
    4n8p_A: 0.15300
    3e62_A: 0.14288
    5veo_A: 0.14537
    4i05_A: 0.14798
    4b7i_A: 0.15769
    1rij_A: 0.22143
    2pwj_A: 0.14934
    4z7x_A: 0.15583
    2f2x_A: 0.12868
    6vjo_A: 0.52290
    3q54_A: 0.19736
    2cb3_A: 0.14993
    3gai_A: 0.16562
    3dm8_A: 0.18084
    4x51_A: 0.20232
    1wlt_A: 0.14979
    4edp_A: 0.16852
    4yk0_A: 0.15695
    6neg_A: 0.15386
    5uag_A: 0.17465
    2gp6_A: 0.14706
    1t1h_A: 0.14352
    1pt4_A: 0.27097
    1su1_A: 0.14290
    1fdy_A: 0.14548
    7lca_A: 0.15081
    6fcm_A: 0.14353
    2cwx_A: 0.15411
    1i5z_A: 0.16700
    6abq_A: 0.14314
    1esi_A: 0.17339
    4ekx_A: 0.13403
    5khg_A: 0.16154
    1ehj_A: 0.16144
    6v42_A: 0.13712
    5uqi_A: 0.13671
    3tkp_A: 0.13147
    3gbw_A: 0.17106
    2qht_A: 0.18403
    2r9p_A: 0.12280
    3ga0_A: 0.12911
    2g19_A: 0.14517
    4nwb_A: 0.19642
    2zc1_A: 0.15580
    3dp6_A: 0.13378
    2uy9_A: 0.15485
    3o4r_A: 0.15665
    2pku_A: 0.15373
    6yjn_A: 0.15360
    1sgv_A: 0.17155
    1uv7_A: 0.15308
    6jko_A: 0.16105
    6sw8_A: 0.17401
    2ztm_A: 0.18832
    4cew_A: 0.16166

Epoch 84:
  Duration: 113.6 seconds
  Training Loss: 0.16923
  Validation Loss: 0.17793 (25 proteins)
    Val range: [0.12664, 0.38693]
  Best: 2r9p_A (0.12260)
  Worst: 6vjo_A (0.51946)
  Training Proteins:
    7d60_A: 0.17903
    1kqy_A: 0.17435
    3eba_A: 0.16410
    3foa_A: 0.15865
    3eps_A: 0.16362
    4j7z_A: 0.26828
    2cbp_A: 0.13884
    2wvq_A: 0.17861
    5wrf_A: 0.15568
    3ob6_A: 0.19336
    1mzw_A: 0.14461
    7bln_A: 0.14479
    3st1_A: 0.14683
    1z84_A: 0.16905
    5jir_A: 0.14580
    5wup_A: 0.17522
    1tpg_A: 0.15382
    6dzg_A: 0.14361
    1b08_A: 0.14471
    7k6p_A: 0.22869
    6h05_A: 0.18954
    1pzx_A: 0.17195
    6fl1_A: 0.29756
    2wwn_A: 0.20279
    3zxf_A: 0.19865
    4n8p_A: 0.15277
    3e62_A: 0.14263
    5veo_A: 0.14466
    4i05_A: 0.14727
    4b7i_A: 0.15730
    1rij_A: 0.22248
    2pwj_A: 0.14946
    4z7x_A: 0.15592
    2f2x_A: 0.12914
    6vjo_A: 0.51946
    3q54_A: 0.19561
    2cb3_A: 0.14949
    3gai_A: 0.16584
    3dm8_A: 0.18094
    4x51_A: 0.20295
    1wlt_A: 0.14963
    4edp_A: 0.16637
    4yk0_A: 0.15696
    6neg_A: 0.15188
    5uag_A: 0.17392
    2gp6_A: 0.14531
    1t1h_A: 0.14393
    1pt4_A: 0.26724
    1su1_A: 0.14311
    1fdy_A: 0.14516
    7lca_A: 0.14955
    6fcm_A: 0.14264
    2cwx_A: 0.15380
    1i5z_A: 0.16663
    6abq_A: 0.14238
    1esi_A: 0.17313
    4ekx_A: 0.13305
    5khg_A: 0.16138
    1ehj_A: 0.16047
    6v42_A: 0.13669
    5uqi_A: 0.13562
    3tkp_A: 0.13109
    3gbw_A: 0.17055
    2qht_A: 0.18405
    2r9p_A: 0.12260
    3ga0_A: 0.12868
    2g19_A: 0.14473
    4nwb_A: 0.19567
    2zc1_A: 0.15532
    3dp6_A: 0.13345
    2uy9_A: 0.15474
    3o4r_A: 0.15609
    2pku_A: 0.15332
    6yjn_A: 0.15333
    1sgv_A: 0.17116
    1uv7_A: 0.15243
    6jko_A: 0.16112
    6sw8_A: 0.17306
    2ztm_A: 0.18810
    4cew_A: 0.16173

Epoch 85:
  Duration: 113.7 seconds
  Training Loss: 0.16891
  Validation Loss: 0.17754 (25 proteins)
    Val range: [0.12619, 0.38384]
  Best: 2r9p_A (0.12238)
  Worst: 6vjo_A (0.51679)
  Training Proteins:
    7d60_A: 0.17887
    1kqy_A: 0.17365
    3eba_A: 0.16380
    3foa_A: 0.15837
    3eps_A: 0.16340
    4j7z_A: 0.26794
    2cbp_A: 0.13891
    2wvq_A: 0.17846
    5wrf_A: 0.15547
    3ob6_A: 0.19257
    1mzw_A: 0.14439
    7bln_A: 0.14446
    3st1_A: 0.14656
    1z84_A: 0.16858
    5jir_A: 0.14541
    5wup_A: 0.17492
    1tpg_A: 0.15336
    6dzg_A: 0.14320
    1b08_A: 0.14448
    7k6p_A: 0.22868
    6h05_A: 0.18908
    1pzx_A: 0.17159
    6fl1_A: 0.29420
    2wwn_A: 0.20223
    3zxf_A: 0.19810
    4n8p_A: 0.15243
    3e62_A: 0.14240
    5veo_A: 0.14401
    4i05_A: 0.14682
    4b7i_A: 0.15719
    1rij_A: 0.22289
    2pwj_A: 0.14935
    4z7x_A: 0.15570
    2f2x_A: 0.12922
    6vjo_A: 0.51679
    3q54_A: 0.19635
    2cb3_A: 0.14905
    3gai_A: 0.16563
    3dm8_A: 0.18057
    4x51_A: 0.20245
    1wlt_A: 0.14944
    4edp_A: 0.16655
    4yk0_A: 0.15662
    6neg_A: 0.15218
    5uag_A: 0.17381
    2gp6_A: 0.14536
    1t1h_A: 0.14413
    1pt4_A: 0.26694
    1su1_A: 0.14247
    1fdy_A: 0.14472
    7lca_A: 0.14868
    6fcm_A: 0.14220
    2cwx_A: 0.15345
    1i5z_A: 0.16648
    6abq_A: 0.14245
    1esi_A: 0.17264
    4ekx_A: 0.13299
    5khg_A: 0.16119
    1ehj_A: 0.16084
    6v42_A: 0.13631
    5uqi_A: 0.13519
    3tkp_A: 0.13067
    3gbw_A: 0.17025
    2qht_A: 0.18380
    2r9p_A: 0.12238
    3ga0_A: 0.12899
    2g19_A: 0.14462
    4nwb_A: 0.19553
    2zc1_A: 0.15530
    3dp6_A: 0.13327
    2uy9_A: 0.15397
    3o4r_A: 0.15570
    2pku_A: 0.15328
    6yjn_A: 0.15309
    1sgv_A: 0.17112
    1uv7_A: 0.15218
    6jko_A: 0.16097
    6sw8_A: 0.17196
    2ztm_A: 0.18777
    4cew_A: 0.16153

Epoch 86:
  Duration: 113.5 seconds
  Training Loss: 0.17029
  Validation Loss: 0.17887 (25 proteins)
    Val range: [0.12677, 0.39876]
  Best: 2r9p_A (0.12149)
  Worst: 6vjo_A (0.52168)
  Training Proteins:
    7d60_A: 0.17876
    1kqy_A: 0.17303
    3eba_A: 0.16348
    3foa_A: 0.15788
    3eps_A: 0.16324
    4j7z_A: 0.26785
    2cbp_A: 0.13910
    2wvq_A: 0.17844
    5wrf_A: 0.15525
    3ob6_A: 0.19205
    1mzw_A: 0.14424
    7bln_A: 0.14416
    3st1_A: 0.14603
    1z84_A: 0.16794
    5jir_A: 0.14520
    5wup_A: 0.17441
    1tpg_A: 0.15252
    6dzg_A: 0.14288
    1b08_A: 0.14444
    7k6p_A: 0.22779
    6h05_A: 0.18878
    1pzx_A: 0.17120
    6fl1_A: 0.28961
    2wwn_A: 0.20156
    3zxf_A: 0.19764
    4n8p_A: 0.15219
    3e62_A: 0.14190
    5veo_A: 0.14333
    4i05_A: 0.14630
    4b7i_A: 0.15712
    1rij_A: 0.22902
    2pwj_A: 0.14803
    4z7x_A: 0.15408
    2f2x_A: 0.12699
    6vjo_A: 0.52168
    3q54_A: 0.20149
    2cb3_A: 0.15239
    3gai_A: 0.16549
    3dm8_A: 0.18223
    4x51_A: 0.20172
    1wlt_A: 0.15081
    4edp_A: 0.17881
    4yk0_A: 0.15618
    6neg_A: 0.16551
    5uag_A: 0.18106
    2gp6_A: 0.16016
    1t1h_A: 0.14944
    1pt4_A: 0.28517
    1su1_A: 0.14704
    1fdy_A: 0.15435
    7lca_A: 0.16063
    6fcm_A: 0.14937
    2cwx_A: 0.16354
    1i5z_A: 0.16282
    6abq_A: 0.13491
    1esi_A: 0.17027
    4ekx_A: 0.13373
    5khg_A: 0.16111
    1ehj_A: 0.15801
    6v42_A: 0.14036
    5uqi_A: 0.13449
    3tkp_A: 0.13065
    3gbw_A: 0.16986
    2qht_A: 0.18281
    2r9p_A: 0.12149
    3ga0_A: 0.12814
    2g19_A: 0.14380
    4nwb_A: 0.19377
    2zc1_A: 0.15509
    3dp6_A: 0.13321
    2uy9_A: 0.15470
    3o4r_A: 0.15636
    2pku_A: 0.15503
    6yjn_A: 0.15439
    1sgv_A: 0.17266
    1uv7_A: 0.15507
    6jko_A: 0.15948
    6sw8_A: 0.17862
    2ztm_A: 0.18881
    4cew_A: 0.16016

Epoch 87:
  Duration: 113.6 seconds
  Training Loss: 0.16851
  Validation Loss: 0.17719 (25 proteins)
    Val range: [0.12583, 0.38340]
  Best: 2r9p_A (0.12150)
  Worst: 6vjo_A (0.52027)
  Training Proteins:
    7d60_A: 0.17938
    1kqy_A: 0.17370
    3eba_A: 0.16320
    3foa_A: 0.15648
    3eps_A: 0.16300
    4j7z_A: 0.26738
    2cbp_A: 0.13863
    2wvq_A: 0.17884
    5wrf_A: 0.15670
    3ob6_A: 0.19217
    1mzw_A: 0.14370
    7bln_A: 0.14547
    3st1_A: 0.14619
    1z84_A: 0.16634
    5jir_A: 0.14525
    5wup_A: 0.17436
    1tpg_A: 0.15455
    6dzg_A: 0.14310
    1b08_A: 0.14529
    7k6p_A: 0.23010
    6h05_A: 0.18881
    1pzx_A: 0.16954
    6fl1_A: 0.30063
    2wwn_A: 0.20150
    3zxf_A: 0.19745
    4n8p_A: 0.15189
    3e62_A: 0.14313
    5veo_A: 0.14459
    4i05_A: 0.14646
    4b7i_A: 0.15630
    1rij_A: 0.22039
    2pwj_A: 0.14885
    4z7x_A: 0.15634
    2f2x_A: 0.12835
    6vjo_A: 0.52027
    3q54_A: 0.19491
    2cb3_A: 0.14663
    3gai_A: 0.16529
    3dm8_A: 0.18078
    4x51_A: 0.20361
    1wlt_A: 0.14939
    4edp_A: 0.16494
    4yk0_A: 0.15535
    6neg_A: 0.14920
    5uag_A: 0.17299
    2gp6_A: 0.14331
    1t1h_A: 0.14301
    1pt4_A: 0.26860
    1su1_A: 0.14223
    1fdy_A: 0.14479
    7lca_A: 0.14811
    6fcm_A: 0.14109
    2cwx_A: 0.15232
    1i5z_A: 0.16575
    6abq_A: 0.14211
    1esi_A: 0.17208
    4ekx_A: 0.13325
    5khg_A: 0.16032
    1ehj_A: 0.15975
    6v42_A: 0.13453
    5uqi_A: 0.13415
    3tkp_A: 0.12973
    3gbw_A: 0.16949
    2qht_A: 0.18259
    2r9p_A: 0.12150
    3ga0_A: 0.12912
    2g19_A: 0.14375
    4nwb_A: 0.19540
    2zc1_A: 0.15485
    3dp6_A: 0.13297
    2uy9_A: 0.15249
    3o4r_A: 0.15522
    2pku_A: 0.15283
    6yjn_A: 0.15257
    1sgv_A: 0.17040
    1uv7_A: 0.15173
    6jko_A: 0.15960
    6sw8_A: 0.17161
    2ztm_A: 0.18710
    4cew_A: 0.16078

Epoch 88:
  Duration: 113.6 seconds
  Training Loss: 0.16803
  Validation Loss: 0.17687 (25 proteins)
    Val range: [0.12561, 0.38065]
  Best: 2r9p_A (0.12137)
  Worst: 6vjo_A (0.51580)
  Training Proteins:
    7d60_A: 0.17816
    1kqy_A: 0.17281
    3eba_A: 0.16289
    3foa_A: 0.15746
    3eps_A: 0.16253
    4j7z_A: 0.26848
    2cbp_A: 0.13878
    2wvq_A: 0.17764
    5wrf_A: 0.15482
    3ob6_A: 0.19179
    1mzw_A: 0.14385
    7bln_A: 0.14406
    3st1_A: 0.14564
    1z84_A: 0.16712
    5jir_A: 0.14486
    5wup_A: 0.17362
    1tpg_A: 0.15273
    6dzg_A: 0.14247
    1b08_A: 0.14428
    7k6p_A: 0.22783
    6h05_A: 0.18786
    1pzx_A: 0.17037
    6fl1_A: 0.29258
    2wwn_A: 0.20079
    3zxf_A: 0.19684
    4n8p_A: 0.15146
    3e62_A: 0.14282
    5veo_A: 0.14450
    4i05_A: 0.14617
    4b7i_A: 0.15655
    1rij_A: 0.22196
    2pwj_A: 0.14924
    4z7x_A: 0.15651
    2f2x_A: 0.12871
    6vjo_A: 0.51580
    3q54_A: 0.19376
    2cb3_A: 0.14656
    3gai_A: 0.16445
    3dm8_A: 0.18007
    4x51_A: 0.20283
    1wlt_A: 0.14930
    4edp_A: 0.16455
    4yk0_A: 0.15553
    6neg_A: 0.14905
    5uag_A: 0.17263
    2gp6_A: 0.14290
    1t1h_A: 0.14399
    1pt4_A: 0.26725
    1su1_A: 0.14160
    1fdy_A: 0.14396
    7lca_A: 0.14710
    6fcm_A: 0.14042
    2cwx_A: 0.15248
    1i5z_A: 0.16581
    6abq_A: 0.14240
    1esi_A: 0.17154
    4ekx_A: 0.13270
    5khg_A: 0.16028
    1ehj_A: 0.16024
    6v42_A: 0.13452
    5uqi_A: 0.13386
    3tkp_A: 0.12960
    3gbw_A: 0.16938
    2qht_A: 0.18254
    2r9p_A: 0.12137
    3ga0_A: 0.12879
    2g19_A: 0.14352
    4nwb_A: 0.19479
    2zc1_A: 0.15439
    3dp6_A: 0.13273
    2uy9_A: 0.15281
    3o4r_A: 0.15482
    2pku_A: 0.15235
    6yjn_A: 0.15223
    1sgv_A: 0.16987
    1uv7_A: 0.15094
    6jko_A: 0.16014
    6sw8_A: 0.17038
    2ztm_A: 0.18682
    4cew_A: 0.16148

Epoch 89:
  Duration: 113.7 seconds
  Training Loss: 0.16761
  Validation Loss: 0.17668 (25 proteins)
    Val range: [0.12536, 0.37883]
  Best: 2r9p_A (0.12111)
  Worst: 6vjo_A (0.51217)
  Training Proteins:
    7d60_A: 0.17800
    1kqy_A: 0.17234
    3eba_A: 0.16286
    3foa_A: 0.15708
    3eps_A: 0.16201
    4j7z_A: 0.26766
    2cbp_A: 0.13895
    2wvq_A: 0.17765
    5wrf_A: 0.15494
    3ob6_A: 0.19086
    1mzw_A: 0.14324
    7bln_A: 0.14393
    3st1_A: 0.14503
    1z84_A: 0.16600
    5jir_A: 0.14452
    5wup_A: 0.17316
    1tpg_A: 0.15172
    6dzg_A: 0.14219
    1b08_A: 0.14417
    7k6p_A: 0.22712
    6h05_A: 0.18789
    1pzx_A: 0.16948
    6fl1_A: 0.28798
    2wwn_A: 0.20003
    3zxf_A: 0.19637
    4n8p_A: 0.15128
    3e62_A: 0.14170
    5veo_A: 0.14353
    4i05_A: 0.14568
    4b7i_A: 0.15644
    1rij_A: 0.22304
    2pwj_A: 0.14902
    4z7x_A: 0.15598
    2f2x_A: 0.12940
    6vjo_A: 0.51217
    3q54_A: 0.19339
    2cb3_A: 0.14632
    3gai_A: 0.16428
    3dm8_A: 0.17993
    4x51_A: 0.20264
    1wlt_A: 0.14879
    4edp_A: 0.16414
    4yk0_A: 0.15573
    6neg_A: 0.14860
    5uag_A: 0.17216
    2gp6_A: 0.14235
    1t1h_A: 0.14457
    1pt4_A: 0.26583
    1su1_A: 0.14107
    1fdy_A: 0.14329
    7lca_A: 0.14653
    6fcm_A: 0.13988
    2cwx_A: 0.15220
    1i5z_A: 0.16545
    6abq_A: 0.14218
    1esi_A: 0.17097
    4ekx_A: 0.13230
    5khg_A: 0.16011
    1ehj_A: 0.16047
    6v42_A: 0.13434
    5uqi_A: 0.13349
    3tkp_A: 0.12937
    3gbw_A: 0.16914
    2qht_A: 0.18227
    2r9p_A: 0.12111
    3ga0_A: 0.12879
    2g19_A: 0.14316
    4nwb_A: 0.19443
    2zc1_A: 0.15406
    3dp6_A: 0.13255
    2uy9_A: 0.15279
    3o4r_A: 0.15438
    2pku_A: 0.15200
    6yjn_A: 0.15174
    1sgv_A: 0.16912
    1uv7_A: 0.15042
    6jko_A: 0.16049
    6sw8_A: 0.16963
    2ztm_A: 0.18642
    4cew_A: 0.16224

Epoch 90:
  Duration: 113.6 seconds
  Training Loss: 0.16703
  Validation Loss: 0.17659 (25 proteins)
    Val range: [0.12510, 0.38392]
  Best: 2r9p_A (0.11984)
  Worst: 6vjo_A (0.50998)
  Training Proteins:
    7d60_A: 0.17792
    1kqy_A: 0.17184
    3eba_A: 0.16278
    3foa_A: 0.15641
    3eps_A: 0.16143
    4j7z_A: 0.26710
    2cbp_A: 0.13892
    2wvq_A: 0.17758
    5wrf_A: 0.15515
    3ob6_A: 0.19031
    1mzw_A: 0.14258
    7bln_A: 0.14412
    3st1_A: 0.14458
    1z84_A: 0.16482
    5jir_A: 0.14425
    5wup_A: 0.17288
    1tpg_A: 0.15098
    6dzg_A: 0.14188
    1b08_A: 0.14405
    7k6p_A: 0.22649
    6h05_A: 0.18788
    1pzx_A: 0.16832
    6fl1_A: 0.28382
    2wwn_A: 0.19941
    3zxf_A: 0.19605
    4n8p_A: 0.15115
    3e62_A: 0.14096
    5veo_A: 0.14279
    4i05_A: 0.14517
    4b7i_A: 0.15627
    1rij_A: 0.22482
    2pwj_A: 0.14864
    4z7x_A: 0.15537
    2f2x_A: 0.12933
    6vjo_A: 0.50998
    3q54_A: 0.19233
    2cb3_A: 0.14609
    3gai_A: 0.16381
    3dm8_A: 0.18000
    4x51_A: 0.20283
    1wlt_A: 0.14836
    4edp_A: 0.16356
    4yk0_A: 0.15537
    6neg_A: 0.14750
    5uag_A: 0.17147
    2gp6_A: 0.14140
    1t1h_A: 0.14451
    1pt4_A: 0.26611
    1su1_A: 0.14020
    1fdy_A: 0.14254
    7lca_A: 0.14610
    6fcm_A: 0.13948
    2cwx_A: 0.15172
    1i5z_A: 0.16600
    6abq_A: 0.13752
    1esi_A: 0.17065
    4ekx_A: 0.13063
    5khg_A: 0.16000
    1ehj_A: 0.15824
    6v42_A: 0.13540
    5uqi_A: 0.13283
    3tkp_A: 0.12908
    3gbw_A: 0.16823
    2qht_A: 0.18049
    2r9p_A: 0.11984
    3ga0_A: 0.12690
    2g19_A: 0.14214
    4nwb_A: 0.19300
    2zc1_A: 0.15297
    3dp6_A: 0.13212
    2uy9_A: 0.15286
    3o4r_A: 0.15376
    2pku_A: 0.15103
    6yjn_A: 0.15078
    1sgv_A: 0.16787
    1uv7_A: 0.14961
    6jko_A: 0.16131
    6sw8_A: 0.17144
    2ztm_A: 0.18574
    4cew_A: 0.16280

Epoch 91:
  Duration: 113.5 seconds
  Training Loss: 0.16676
  Validation Loss: 0.17592 (25 proteins)
    Val range: [0.12428, 0.37882]
  Best: 2r9p_A (0.11993)
  Worst: 6vjo_A (0.51097)
  Training Proteins:
    7d60_A: 0.17770
    1kqy_A: 0.17115
    3eba_A: 0.16232
    3foa_A: 0.15648
    3eps_A: 0.16073
    4j7z_A: 0.26539
    2cbp_A: 0.13826
    2wvq_A: 0.17757
    5wrf_A: 0.15621
    3ob6_A: 0.18919
    1mzw_A: 0.14147
    7bln_A: 0.14443
    3st1_A: 0.14448
    1z84_A: 0.16407
    5jir_A: 0.14274
    5wup_A: 0.17394
    1tpg_A: 0.15143
    6dzg_A: 0.14155
    1b08_A: 0.14348
    7k6p_A: 0.22786
    6h05_A: 0.18811
    1pzx_A: 0.16689
    6fl1_A: 0.28575
    2wwn_A: 0.19851
    3zxf_A: 0.19516
    4n8p_A: 0.15040
    3e62_A: 0.14151
    5veo_A: 0.14347
    4i05_A: 0.14494
    4b7i_A: 0.15624
    1rij_A: 0.22410
    2pwj_A: 0.14929
    4z7x_A: 0.15708
    2f2x_A: 0.12912
    6vjo_A: 0.51097
    3q54_A: 0.19198
    2cb3_A: 0.14488
    3gai_A: 0.16251
    3dm8_A: 0.17921
    4x51_A: 0.20189
    1wlt_A: 0.14834
    4edp_A: 0.16331
    4yk0_A: 0.15460
    6neg_A: 0.14657
    5uag_A: 0.17114
    2gp6_A: 0.14047
    1t1h_A: 0.14410
    1pt4_A: 0.26520
    1su1_A: 0.13935
    1fdy_A: 0.14215
    7lca_A: 0.14573
    6fcm_A: 0.13824
    2cwx_A: 0.15116
    1i5z_A: 0.16480
    6abq_A: 0.13990
    1esi_A: 0.16951
    4ekx_A: 0.13151
    5khg_A: 0.15923
    1ehj_A: 0.15955
    6v42_A: 0.13458
    5uqi_A: 0.13245
    3tkp_A: 0.12865
    3gbw_A: 0.16814
    2qht_A: 0.18078
    2r9p_A: 0.11993
    3ga0_A: 0.12802
    2g19_A: 0.14205
    4nwb_A: 0.19383
    2zc1_A: 0.15312
    3dp6_A: 0.13186
    2uy9_A: 0.15166
    3o4r_A: 0.15310
    2pku_A: 0.15118
    6yjn_A: 0.15031
    1sgv_A: 0.16702
    1uv7_A: 0.14974
    6jko_A: 0.16047
    6sw8_A: 0.16944
    2ztm_A: 0.18507
    4cew_A: 0.16218

Epoch 92:
  Duration: 113.6 seconds
  Training Loss: 0.16599
  Validation Loss: 0.17512 (25 proteins)
    Val range: [0.12321, 0.38209]
  Best: 2r9p_A (0.11873)
  Worst: 6vjo_A (0.50884)
  Training Proteins:
    7d60_A: 0.17691
    1kqy_A: 0.17051
    3eba_A: 0.16195
    3foa_A: 0.15546
    3eps_A: 0.16015
    4j7z_A: 0.26544
    2cbp_A: 0.13803
    2wvq_A: 0.17672
    5wrf_A: 0.15548
    3ob6_A: 0.18856
    1mzw_A: 0.14075
    7bln_A: 0.14394
    3st1_A: 0.14372
    1z84_A: 0.16409
    5jir_A: 0.14252
    5wup_A: 0.17353
    1tpg_A: 0.15128
    6dzg_A: 0.14098
    1b08_A: 0.14270
    7k6p_A: 0.22733
    6h05_A: 0.18791
    1pzx_A: 0.16610
    6fl1_A: 0.28077
    2wwn_A: 0.19798
    3zxf_A: 0.19475
    4n8p_A: 0.15000
    3e62_A: 0.13966
    5veo_A: 0.14133
    4i05_A: 0.14437
    4b7i_A: 0.15531
    1rij_A: 0.22641
    2pwj_A: 0.14744
    4z7x_A: 0.15457
