EVOFORMER NEURAL ODE TRAINING REPORT
==================================================

⏰ INTERRUPTED AT 114 EPOCHS (TIME LIMIT REACHED)
==================================================

Experiment: 20250613_180436_fast_ode_with_prelim
Started: 2025-06-14 19:23:15
Completed: 2025-06-15 19:23:16
Total Training Time: 1440.0 minutes (24.0 hours)
Report generated: 2025-06-15 19:23:16

Configuration Settings:
------------------------------
  data_dir: N/A
  splits_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/data_splits/jumbo
  mode: N/A
  output_dir: /home/visitor/PycharmProjects/openFold/neural_ODE/trained_models
  use_fast_ode: True
  reduced_cluster_size: 128
  hidden_dim: 64
  model_parameters: 117378
  model_type: EvoformerODEFuncFast
  epochs: 1000
  learning_rate: 0.001
  batch_size: N/A
  integrator: rk4
  use_amp: True
  max_residues: None
  loss_function: Adaptive MSE (0→48 only)
  train_proteins: 492
  val_proteins: 50
  use_sequential_loading: True
  aggressive_cleanup: True

System Information:
------------------------------
  cuda_available: True
  device: cuda
  pytorch_version: 2.1.2
  gpu_name: Quadro P4000
  cuda_version: 12.1
  total_gpu_memory: 7.9 GB

TRAINING PROGRESS SUMMARY
==================================================

Epoch    Train Loss     Train Success  Val Loss       Val Success    Duration (s)
    4f4w_A: 60.33663
    2k1w_A: 13.45403
    4y68_A: 52.67024
    4cbj_A: 23.96430
    1iy5_A: 7.67408
    7sk0_A: 85.65861
    3dp5_A: 15.41583
    4p99_A: 156.24942
    1wdc_A: 16.87793
    1ios_A: 18.10413
    1ch2_A: 24.43771
    2pmp_A: 27.69804
    1kdk_A: 28.37937
    6t6i_A: 12.11234
    1bus_A: 11.62015
    5vmt_A: 54.86091
    2rdn_A: 46.00879
    2r6o_A: 55.34054
    3lr5_A: 24.67749
    1w4s_A: 29.64713
    2wzv_A: 36.66713
    6wcv_A: 66.07513
    6qms_A: 11.75274
    7c50_A: 31.79440
    1bh3_A: 58.21534
    6i6c_A: 51.22769
    6gpm_A: 15.23536
    3l6x_A: 102.91564
    6aj6_A: 73.06662
    6fas_A: 19.12881
    1z91_A: 24.18743
    5c7j_A: 61.58270
    4fuw_A: 22.27539
    6xs5_A: 26.17374
    1p3b_A: 49.85582
    6h7c_A: 60.81635
    2gw4_A: 7.99328
    1fqm_A: 41.41713
    1lb1_A: 62.97372
    6bdx_A: 42.95325
    3l04_A: 61.75956
    6yd3_A: 85.38890
    2pyu_A: 38.57255
    3b36_A: 30.58582
    6ldq_A: 40.80315
    1wo5_A: 8.64824
    4h3w_A: 61.06250
    3vkz_A: 74.27139
    3o0h_A: 76.23832
    2f4j_A: 42.94080
    1t6l_A: 42.29153
    5aef_A: 5.03051
    1uub_A: 10.69933
    1mjh_A: 26.49648
    3iln_A: 40.07298
    1l8g_A: 45.50035
    3sx0_A: 83.10520
    5e5q_A: 11.87478
    7bqs_A: 41.67142
    4ba7_A: 24.37113
    5k9q_A: 49.83151
    6gw4_A: 46.15321
    7eql_A: 47.75317
    5h54_A: 35.55260
    6ai5_A: 34.59258
    2fyz_A: 23.20246
    5vl1_A: 90.15269
    5lq6_A: 31.41752
    6pqe_A: 13.92872
    2xt3_A: 54.04424
    6ywh_A: 19.27470
    4wvo_A: 30.64380
    2v0o_A: 71.01774
    16vp_A: 63.61624
    2iha_A: 4.15994
    1ogu_A: 48.40626
    2ocy_A: 68.39561
    4pv0_A: 41.59475
    4yov_A: 35.25961
    7jjt_A: 93.68467
    7lgc_A: 18.79396
    5k8j_A: 13.40619
    2q87_A: 18.03091
    5bpe_A: 24.29058
    5wc0_A: 93.96481
    3gdj_A: 25.19057
    2hio_A: 21.63498
    4tgl_A: 39.25595
    5vnd_A: 46.92150
    2g6u_A: 2.90246
    2ztb_A: 44.64965
    4ehs_A: 29.60729
    3ao9_A: 19.05145
    4ygo_A: 25.63297
    5fs8_A: 89.25602
    7bhe_A: 23.87282
    6nrr_A: 18.53881
    5mla_A: 28.68025
    1jml_A: 14.74930
    1v5n_A: 16.93575
    2enq_A: 22.88267
    6btj_A: 43.64879
    2f07_A: 32.31445
    3dup_A: 47.10931
    6kwa_A: 38.33841
    6uuk_A: 61.37555
    1sro_A: 11.58663
    1o7s_A: 20.07511
    6gol_A: 15.18285
    4apw_A: 52.92292
    1tro_A: 4.95189
    2afc_A: 24.23285
    5u4h_A: 69.87215
    1uwj_A: 41.75583
    1shn_A: 72.65558
    2xr6_A: 29.24633
    3no7_A: 18.51996
    5jso_A: 33.56670
    1t2l_A: 20.86653
    7bsl_A: 93.41400
    1fvi_A: 41.36269
    1hv5_A: 27.36443
    2cyu_A: 7.22514
    7n50_A: 41.12461
    2vy1_A: 33.75746
    1i6j_A: 2.51074
    4kir_A: 75.53989
    2w02_A: 122.08823
    1vrk_A: 33.01415
    3alw_A: 95.69379
    2cdb_A: 48.62858
    2zay_A: 23.39882
    4kp2_A: 74.54060
    4rck_A: 32.32285
    4qlh_A: 33.33506
    1rja_A: 17.04235
    1gnk_A: 18.26318
    5aon_A: 10.18598
    4ndk_A: 50.34927
    3dgz_A: 76.71201
    1u36_A: 15.50202
    5v8w_A: 12.11801
    6iad_A: 78.28597
    1kyn_A: 41.05481
    4o5m_A: 60.69004
    1af4_A: 49.78763
    2uyh_A: 45.29273
    2gpy_A: 36.89726
    4xa9_A: 39.70324
    4ep6_A: 71.63493
    5ft0_A: 44.97896
    4xlt_A: 19.37075
    2ey4_A: 45.25555
    2e31_A: 69.85348
    5j49_A: 46.52641
    5tpx_A: 21.21195
    4ny0_A: 54.38807
    6s1v_A: 14.57001
    1zu1_A: 25.87606
    5x3s_A: 32.13132
    4ese_A: 38.08656
    2na5_A: 7.57585
    1sv0_A: 17.93990
    1a7m_A: 33.78633
    5c54_A: 53.67288
    3wnz_A: 77.16492
    3o4o_A: 25.55177
    5z8s_A: 34.89235
    3e8j_A: 48.75047
    4jwy_A: 45.95681
    1ni7_A: 25.64594
    7mgj_A: 50.86605
    5x1e_A: 16.18950
    6j2h_A: 46.96064
    2jxj_A: 12.35714
    3e81_A: 25.67688
    6bvp_A: 36.16206
    5z09_A: 60.11460
    3ggh_A: 41.05110
    1ptq_A: 6.25905
    5yft_A: 67.07444
    2lr3_A: 7.56954
    1r7m_A: 8.79604
    2l2e_A: 30.90170
    3q87_A: 18.17203
    6won_A: 40.42138
    5fc9_A: 13.90767
    1wf7_A: 19.66755
    3okk_A: 35.56007
    5v45_A: 38.32498
    1uku_A: 15.94338
    3fad_A: 27.59092
    2van_A: 38.07085
    3kn3_A: 34.64694
    3om2_A: 84.35354
    3vpp_A: 19.04512
    2fmr_A: 11.30711
    6ig4_A: 48.04343
    2h9m_A: 67.02499
    4nv2_A: 64.50614
    6tzl_A: 79.15932
    6m0v_A: 39.81890
    1hdp_A: 13.26218
    4nbc_A: 61.32241
    1p2c_A: 36.17282
    1ltk_A: 75.06808
    5ikq_A: 84.89043
    3thp_A: 50.50401
    2w8i_A: 52.73858
    6a6q_A: 64.18410
    2kpj_A: 13.62448
    1n0d_A: 5.52500
    2as0_A: 63.24072
    2w7v_A: 15.08021
    5jon_A: 91.41235
    1tqd_A: 61.21072
    6fkg_A: 29.21284
    4lo9_A: 45.73242
    2wz9_A: 21.77122
    1jo3_A: 10.98388
    6wt8_A: 52.23111
    1uem_A: 18.11267
    1ehn_A: 94.53046
    2c1y_A: 42.58188
    1wqa_A: 78.80701
    2ens_A: 21.94073
    7khe_A: 41.00003
    3gd0_A: 73.95422
    4zgh_A: 75.74850
    3frp_A: 107.22692
    1zg3_A: 53.00161
    1dq8_A: 90.95258
    4jnn_A: 32.85361
    6fpa_A: 55.53719
    5yda_A: 82.51926
    1zzz_A: 35.06370
    2n64_A: 29.34744
    4zdn_A: 153.89133
    3afa_A: 32.97252
    2nrj_A: 76.27277
    1onc_A: 15.18021
    2b7e_A: 10.13702
    6scq_A: 11.87345
    1fe5_A: 15.64697
    2fq6_A: 62.15525
    6ei3_A: 104.84468
    6x8o_A: 6.74683
    1b4m_A: 22.94749
    2n6h_A: 6.39126
    2zg1_A: 38.10368
    3hq9_A: 58.04961
    1b88_A: 18.38099
    2qcf_A: 39.23850
    4em6_A: 98.70713
    3dzc_A: 64.39679
    2u2f_A: 13.95751
    5xyb_A: 64.80780
    6ki2_A: 25.97452
    1uz3_A: 17.97833
    4ckn_A: 41.47098
    6q0i_A: 31.68485
    4o91_A: 48.75425
    2jov_A: 11.93547
    2lye_A: 5.85364
    3edm_A: 45.35648
    4ljr_A: 34.77810
    1vm8_A: 88.92862
    1ib2_A: 75.00805
    5svd_A: 112.05077
    3mah_A: 23.67829
    1bj4_A: 70.30129
    3h5g_A: 10.74636
    2qju_A: 105.16325
    3geu_A: 37.31296
    1q0r_A: 48.31137
    5y26_A: 49.56690
    3tny_A: 47.45484
    3gh4_A: 93.11700
    2ps4_A: 63.96745
    7d11_A: 14.94392
    6umy_A: 24.20290
    4xc2_A: 20.52290
    1wmt_A: 7.54308
    4nvr_A: 50.42142
    6nko_A: 35.42974
    5t66_A: 48.90609
    6o4p_A: 78.36131
    1yir_A: 65.27308
    3x0g_A: 14.97285
    3e9a_A: 43.53402
    1krl_A: 8.12514
    2pbo_A: 79.67809
    4dd8_A: 32.11769
    3u59_A: 33.05292
    4w8i_A: 91.18906
    4bbq_A: 20.05758
    2ccm_A: 33.01555
    1o1x_A: 28.99710
    3uen_A: 28.11174
    6e68_A: 69.23087
    5f3b_A: 35.69976
    3o8q_A: 40.31893
    4iyh_A: 24.41464

Epoch 21:
  Duration: 744.4 seconds
  Training Loss: 41.57991
  Training Success: 478/492 proteins
  Validation Loss: 45.42440 (50 proteins)
  Validation Success: 50/50 proteins
    Val range: [4.76520, 183.33549]
  Best: 1i6j_A (2.45153)
  Worst: 4p99_A (155.51024)
  Training Proteins:
    7d60_A: 55.60329
    1kqy_A: 48.11562
    3eba_A: 21.94501
    3foa_A: 83.88834
    3eps_A: 102.12601
    4j7z_A: 30.52520
    2cbp_A: 14.83012
    2wvq_A: 42.26756
    5wrf_A: 23.16738
    3ob6_A: 88.18295
    1mzw_A: 28.40688
    7bln_A: 27.27618
    3st1_A: 32.87581
    1z84_A: 66.86152
    5jir_A: 69.31310
    5wup_A: 94.90957
    1tpg_A: 14.34604
    6dzg_A: 46.44157
    1b08_A: 24.28281
    7k6p_A: 22.44103
    6h05_A: 89.91364
    1pzx_A: 53.60693
    6fl1_A: 3.95359
    2wwn_A: 36.56201
    3zxf_A: 29.02708
    4n8p_A: 22.29599
    3e62_A: 44.15971
    5veo_A: 63.81201
    4i05_A: 45.93343
    4b7i_A: 37.29897
    1rij_A: 6.06009
    2pwj_A: 27.26145
    4z7x_A: 38.90557
    2f2x_A: 8.83889
    6vjo_A: 18.42082
    3q54_A: 73.50450
    2cb3_A: 28.42665
    3gai_A: 34.12504
    3dm8_A: 28.52576
    4x51_A: 36.25739
    1wlt_A: 31.12453
    4edp_A: 59.96531
    4yk0_A: 18.87106
    6neg_A: 58.63556
    5uag_A: 59.75336
    2gp6_A: 66.54942
    1t1h_A: 11.67214
    1pt4_A: 8.90538
    1su1_A: 30.87574
    1fdy_A: 46.74990
    7lca_A: 63.80664
    6fcm_A: 42.14812
    2cwx_A: 70.81663
    1i5z_A: 37.95746
    6abq_A: 16.84440
    1esi_A: 48.29505
    4ekx_A: 16.32702
    5khg_A: 35.17521
    1ehj_A: 11.51225
    6v42_A: 69.98266
    5uqi_A: 28.59743
    3tkp_A: 34.56710
    3gbw_A: 29.66425
    2qht_A: 40.84991
    2r9p_A: 29.43554
    3ga0_A: 50.35536
    2g19_A: 37.47506
    4nwb_A: 58.32514
    2zc1_A: 56.07454
    3dp6_A: 40.91823
    2uy9_A: 63.76558
    3o4r_A: 43.84448
    2pku_A: 14.05337
    6yjn_A: 41.65430
    1sgv_A: 59.08156
    1uv7_A: 17.68877
    6jko_A: 67.20512
    6sw8_A: 13.12568
    2ztm_A: 51.65353
    4cew_A: 52.25619
    6k6r_A: 20.34755
    4wcz_A: 44.56408
    3g4a_A: 43.64819
    6dwx_A: 26.83431
    2zx0_A: 28.67124
    6leo_A: 72.32036
    5vo7_A: 17.91282
    4fcg_A: 54.18194
    2f4p_A: 25.54432
    1b09_A: 29.95504
    2h61_A: 21.16356
    6fsn_A: 46.08865
    6fj4_A: 48.19025
    5wk6_A: 132.01616
    4rc1_A: 39.03733
    3mra_A: 14.65268
    2lp8_A: 37.38025
    5uxd_A: 54.27807
    4yxm_A: 68.12505
    2chu_A: 49.36538
    1dew_A: 5.33361
    4pkl_A: 16.62585
    3zrp_A: 67.01013
    4o1k_A: 41.26561
    5uxv_A: 40.04490
    5cqq_A: 14.93697
    2pk9_A: 49.00922
    7jot_A: 87.44695
    3b0m_A: 94.90437
    4o4v_A: 53.66387
    1lr1_A: 18.67449
    3et1_A: 56.26717
    1yaf_A: 44.39466
    2q2j_A: 21.61636
    1nqd_A: 26.79777
    3a9w_A: 45.71754
    2gic_A: 39.54110
    4tw8_A: 39.30295
    5jp1_A: 34.59245
    1l9c_A: 58.49955
    2rhb_A: 48.67714
    2afs_A: 48.31865
    3t8o_A: 94.72906
    3hrs_A: 35.51249
    2wfx_A: 27.29606
    4p3b_A: 13.97950
    2zf9_A: 35.89960
    6cpd_A: 21.83326
    1na8_A: 31.26594
    4etq_A: 42.26589
    3a75_A: 63.97726
    5ufq_A: 26.97675
    2gim_A: 17.71645
    4i5f_A: 39.12380
    3wt1_A: 44.53975
    7dev_A: 68.45060
    6zmu_A: 13.58424
    1ega_A: 48.09807
    3lb6_A: 26.26361
    5iaw_A: 38.55809
    2o8e_A: 5.38500
    7aon_A: 8.68805
    1ft2_A: 52.99385
    6thb_A: 65.86427
    1esm_A: 49.49941
    5yuf_A: 7.38401
    1h5y_A: 42.04725
    3q9b_A: 63.14737
    2rio_A: 64.22435
    5f67_A: 15.69601
    5t7z_A: 97.27276
    3dt5_A: 31.05300
    7bv6_A: 14.68627
    4an6_A: 31.41713
    2yey_A: 106.43772
    2pfw_A: 17.82926
    3mxi_A: 55.36140
    5k8m_A: 83.48507
    3ry9_A: 52.75134
    3toc_A: 35.70811
    6y6l_A: 32.59264
    3dpj_A: 37.15213
    5w0j_A: 10.31476
    5tih_A: 53.55769
    1tza_A: 24.13571
    3dvu_A: 23.53555
    6rum_A: 45.52470
    2ls5_A: 25.82176
    5f1f_A: 55.06735
    1ah5_A: 50.42735
    1wq9_A: 15.26250
    6jrq_A: 75.61047
    1l09_A: 25.71504
    4i69_A: 15.18740
    5wxv_A: 26.85130
    4f4w_A: 60.29015
    2k1w_A: 13.46969
    4y68_A: 52.75157
    4cbj_A: 23.89146
    1iy5_A: 7.62743
    7sk0_A: 85.40543
    3dp5_A: 15.33637
    4p99_A: 155.51024
    1wdc_A: 16.84825
    1ios_A: 18.03546
    1ch2_A: 24.32895
    2pmp_A: 27.64671
    1kdk_A: 28.23308
    6t6i_A: 12.11859
    1bus_A: 11.56194
    5vmt_A: 54.44267
    2rdn_A: 45.62034
    2r6o_A: 55.04299
    3lr5_A: 24.62859
    1w4s_A: 29.53950
    2wzv_A: 36.47209
    6wcv_A: 65.78094
    6qms_A: 11.73752
    7c50_A: 31.78470
    1bh3_A: 58.02821
    6i6c_A: 51.04243
    6gpm_A: 15.21844
    3l6x_A: 102.34441
    6aj6_A: 72.57082
    6fas_A: 19.07165
    1z91_A: 24.15598
    5c7j_A: 61.30715
    4fuw_A: 22.21690
    6xs5_A: 26.11391
    1p3b_A: 49.80785
    6h7c_A: 60.49010
    2gw4_A: 7.97966
    1fqm_A: 41.24333
    1lb1_A: 62.86989
    6bdx_A: 42.85509
    3l04_A: 61.50201
    6yd3_A: 85.07037
    2pyu_A: 38.44436
    3b36_A: 30.49739
    6ldq_A: 40.70265
    1wo5_A: 8.62029
    4h3w_A: 60.78302
    3vkz_A: 73.77540
    3o0h_A: 75.50563
    2f4j_A: 42.83598
    1t6l_A: 42.21590
    5aef_A: 5.01497
    1uub_A: 10.66268
    1mjh_A: 26.46242
    3iln_A: 39.93476
    1l8g_A: 45.33683
    3sx0_A: 82.82491
    5e5q_A: 11.83807
    7bqs_A: 41.55421
    4ba7_A: 24.31924
    5k9q_A: 49.61621
    6gw4_A: 46.00928
    7eql_A: 47.55128
    5h54_A: 35.44007
    6ai5_A: 34.58413
    2fyz_A: 23.15968
    5vl1_A: 89.66219
    5lq6_A: 31.34940
    6pqe_A: 13.88725
    2xt3_A: 53.89245
    6ywh_A: 19.22253
    4wvo_A: 30.57564
    2v0o_A: 71.06133
    16vp_A: 63.57912
    2iha_A: 4.10094
    1ogu_A: 48.23934
    2ocy_A: 68.47784
    4pv0_A: 41.50022
    4yov_A: 35.23242
    7jjt_A: 93.53616
    7lgc_A: 18.74691
    5k8j_A: 13.37084
    2q87_A: 18.00556
    5bpe_A: 24.29851
    5wc0_A: 94.24255
    3gdj_A: 25.24939
    2hio_A: 21.65421
    4tgl_A: 39.38797
    5vnd_A: 46.99608
    2g6u_A: 2.90623
    2ztb_A: 45.40877
    4ehs_A: 30.25007
    3ao9_A: 19.42451
    4ygo_A: 25.90149
    5fs8_A: 86.25099
    7bhe_A: 23.68962
    6nrr_A: 18.42340
    5mla_A: 28.98758
    1jml_A: 14.64505
    1v5n_A: 16.73802
    2enq_A: 22.55764
    6btj_A: 43.26912
    2f07_A: 32.22118
    3dup_A: 46.50700
    6kwa_A: 38.05872
    6uuk_A: 61.26348
    1sro_A: 11.70421
    1o7s_A: 19.93188
    6gol_A: 15.32776
    4apw_A: 53.11753
    1tro_A: 4.94013
    2afc_A: 23.96723
    5u4h_A: 69.12040
    1uwj_A: 41.49234
    1shn_A: 70.22585
    2xr6_A: 28.44595
    3no7_A: 18.44288
    5jso_A: 33.94658
    1t2l_A: 21.07897
    7bsl_A: 95.80325
    1fvi_A: 41.98776
    1hv5_A: 27.62098
    2cyu_A: 7.28322
    7n50_A: 41.85870
    2vy1_A: 33.92160
    1i6j_A: 2.45153
    4kir_A: 75.53487
    2w02_A: 122.28957
    1vrk_A: 33.17488
    3alw_A: 95.65175
    2cdb_A: 48.58725
    2zay_A: 23.33867
    4kp2_A: 74.34734
    4rck_A: 32.34504
    4qlh_A: 33.34684
    1rja_A: 17.14303
    1gnk_A: 18.23577
    5aon_A: 10.15560
    4ndk_A: 50.56287
    3dgz_A: 76.60210
    1u36_A: 15.24795
    5v8w_A: 12.15400
    6iad_A: 78.41934
    1kyn_A: 41.12102
    4o5m_A: 60.14667
    1af4_A: 49.11221
    2uyh_A: 44.81473
    2gpy_A: 37.29934
    4xa9_A: 39.49144
    4ep6_A: 71.14291
    5ft0_A: 44.53366
    4xlt_A: 19.46612
    2ey4_A: 45.34893
    2e31_A: 69.40353
    5j49_A: 46.46899
    5tpx_A: 21.13355
    4ny0_A: 54.26635
    6s1v_A: 14.55398
    1zu1_A: 25.85618
    5x3s_A: 31.62600
    4ese_A: 37.19094
    2na5_A: 7.52300
    1sv0_A: 17.75392
    1a7m_A: 33.67179
    5c54_A: 53.53385
    3wnz_A: 77.45455
    3o4o_A: 25.49119
    5z8s_A: 34.87199
    3e8j_A: 48.80124
    4jwy_A: 45.91949
    1ni7_A: 25.25226
    7mgj_A: 50.82875
    5x1e_A: 16.08309
    6j2h_A: 46.49141
    2jxj_A: 12.11338
    3e81_A: 25.49777
    6bvp_A: 35.99550
    5z09_A: 60.25859
    3ggh_A: 40.59841
    1ptq_A: 6.23148
    5yft_A: 67.14004
    2lr3_A: 7.59297
    1r7m_A: 8.73233
    2l2e_A: 30.61344
    3q87_A: 18.02848
    6won_A: 40.23921
    5fc9_A: 13.90265
    1wf7_A: 19.65805
    3okk_A: 35.55353
    5v45_A: 38.12234
    1uku_A: 15.84926
    3fad_A: 27.37659
    2van_A: 38.19872
    3kn3_A: 34.85358
    3om2_A: 84.73697
    3vpp_A: 19.04732
    2fmr_A: 11.24100
    6ig4_A: 47.88287
    2h9m_A: 67.06357
    4nv2_A: 64.29855
    6tzl_A: 79.13721
    6m0v_A: 39.71023
    1hdp_A: 13.23374
    4nbc_A: 61.20701
    1p2c_A: 36.21042
    1ltk_A: 74.89433
    5ikq_A: 84.81201
    3thp_A: 50.53159
    2w8i_A: 52.57130
    6a6q_A: 64.12591
    2kpj_A: 13.53895
    1n0d_A: 5.45297
    2as0_A: 63.18766
    2w7v_A: 14.98640
    5jon_A: 91.48663
    1tqd_A: 61.19012
    6fkg_A: 29.12581
    4lo9_A: 45.61447
    2wz9_A: 21.66801
    1jo3_A: 10.90557
    6wt8_A: 52.06361
    1uem_A: 18.04334
    1ehn_A: 94.45354
    2c1y_A: 42.52644
    1wqa_A: 78.73298
    2ens_A: 21.90473
    7khe_A: 40.92432
    3gd0_A: 74.01338
    4zgh_A: 75.69202
    3frp_A: 106.82243
    1zg3_A: 53.05898
    1dq8_A: 90.74116
    4jnn_A: 32.82241
    6fpa_A: 55.63418
    5yda_A: 81.90836
    1zzz_A: 34.73549
    2n64_A: 29.26454
    4zdn_A: 153.79462
    3afa_A: 33.03280
    2nrj_A: 75.99118
    1onc_A: 15.02102
    2b7e_A: 10.03946
    6scq_A: 11.81071
    1fe5_A: 15.54764
    2fq6_A: 61.89597
    6ei3_A: 104.65865
    6x8o_A: 6.71557
    1b4m_A: 22.82492
    2n6h_A: 6.31855
    2zg1_A: 37.98215
    3hq9_A: 57.93014
    1b88_A: 18.27783
    2qcf_A: 39.04703
    4em6_A: 98.37706
    3dzc_A: 64.19850
    2u2f_A: 13.90511
    5xyb_A: 64.44926
    6ki2_A: 25.87037
    1uz3_A: 17.86580
    4ckn_A: 41.37345
    6q0i_A: 31.59183
    4o91_A: 48.55692
    2jov_A: 11.86744
    2lye_A: 5.79456
    3edm_A: 45.26581
    4ljr_A: 34.69645
    1vm8_A: 88.57793
    1ib2_A: 74.86567
    5svd_A: 111.62660
    3mah_A: 23.60569
    1bj4_A: 70.05286
    3h5g_A: 10.71516
    2qju_A: 104.87684
    3geu_A: 37.13940
    1q0r_A: 48.17575
    5y26_A: 49.57985
    3tny_A: 47.36881
    3gh4_A: 92.79360
    2ps4_A: 63.89811
    7d11_A: 14.92699
    6umy_A: 24.18700
    4xc2_A: 20.47472
    1wmt_A: 7.54416
    4nvr_A: 50.21490
    6nko_A: 35.25200
    5t66_A: 48.64237
    6o4p_A: 78.12761
    1yir_A: 64.87142
    3x0g_A: 14.86152
    3e9a_A: 43.24581
    1krl_A: 8.15205
    2pbo_A: 79.43512
    4dd8_A: 31.95294
    3u59_A: 32.96398
    4w8i_A: 90.71835
    4bbq_A: 20.04141
    2ccm_A: 32.95658
    1o1x_A: 28.90286
    3uen_A: 28.04109
    6e68_A: 68.95705
    5f3b_A: 35.63311
    3o8q_A: 40.19298
    4iyh_A: 24.32007

Epoch 22:
  Duration: 744.5 seconds
  Training Loss: 41.46119
  Training Success: 478/492 proteins
  Validation Loss: 45.42740 (50 proteins)
  Validation Success: 50/50 proteins
    Val range: [4.74918, 184.11403]
  Best: 1i6j_A (2.41799)
  Worst: 4p99_A (154.88042)
  Training Proteins:
    7d60_A: 55.49153
    1kqy_A: 47.93463
    3eba_A: 21.94405
    3foa_A: 83.56657
    3eps_A: 101.86288
    4j7z_A: 30.48384
    2cbp_A: 14.79359
    2wvq_A: 42.18687
    5wrf_A: 23.09537
    3ob6_A: 88.01412
    1mzw_A: 28.32998
    7bln_A: 27.18598
    3st1_A: 32.77853
    1z84_A: 66.62343
    5jir_A: 69.03140
    5wup_A: 94.61518
    1tpg_A: 14.28368
    6dzg_A: 46.29454
    1b08_A: 24.27371
    7k6p_A: 22.29698
    6h05_A: 89.81907
    1pzx_A: 53.50943
    6fl1_A: 3.93554
    2wwn_A: 36.53160
    3zxf_A: 28.98828
    4n8p_A: 22.24727
    3e62_A: 44.03860
    5veo_A: 63.76979
    4i05_A: 45.83296
    4b7i_A: 37.20042
    1rij_A: 6.09374
    2pwj_A: 27.22742
    4z7x_A: 38.98715
    2f2x_A: 8.86267
    6vjo_A: 18.28816
    3q54_A: 73.23518
    2cb3_A: 28.15137
    3gai_A: 34.03008
    3dm8_A: 28.35187
    4x51_A: 36.02319
    1wlt_A: 30.93821
    4edp_A: 59.84966
    4yk0_A: 18.82404
    6neg_A: 58.48093
    5uag_A: 59.56467
    2gp6_A: 66.47722
    1t1h_A: 11.67966
    1pt4_A: 8.94389
    1su1_A: 30.86635
    1fdy_A: 46.56287
    7lca_A: 63.63304
    6fcm_A: 42.05069
    2cwx_A: 70.61539
    1i5z_A: 37.79900
    6abq_A: 16.79987
    1esi_A: 48.19181
    4ekx_A: 16.19789
    5khg_A: 35.11282
    1ehj_A: 11.50366
    6v42_A: 69.71725
    5uqi_A: 28.49760
    3tkp_A: 34.50005
    3gbw_A: 29.62430
    2qht_A: 40.73574
    2r9p_A: 29.38067
    3ga0_A: 50.20118
    2g19_A: 37.43026
    4nwb_A: 58.13719
    2zc1_A: 55.82519
    3dp6_A: 40.77904
    2uy9_A: 63.77950
    3o4r_A: 43.73461
    2pku_A: 14.02060
    6yjn_A: 41.57642
    1sgv_A: 58.83229
    1uv7_A: 17.61805
    6jko_A: 66.84696
    6sw8_A: 13.01698
    2ztm_A: 51.45676
    4cew_A: 52.12159
    6k6r_A: 20.27592
    4wcz_A: 44.48592
    3g4a_A: 43.63717
    6dwx_A: 26.68651
    2zx0_A: 28.30427
    6leo_A: 72.52589
    5vo7_A: 17.89506
    4fcg_A: 53.91934
    2f4p_A: 25.46908
    1b09_A: 29.93649
    2h61_A: 21.15250
    6fsn_A: 46.03622
    6fj4_A: 48.20965
    5wk6_A: 132.16866
    4rc1_A: 38.86298
    3mra_A: 14.53709
    2lp8_A: 37.27967
    5uxd_A: 54.36898
    4yxm_A: 68.12097
    2chu_A: 49.41532
    1dew_A: 5.30145
    4pkl_A: 16.59454
    3zrp_A: 67.05466
    4o1k_A: 41.27315
    5uxv_A: 39.97849
    5cqq_A: 14.81160
    2pk9_A: 48.91029
    7jot_A: 86.99253
    3b0m_A: 94.39829
    4o4v_A: 53.55150
    1lr1_A: 18.55942
    3et1_A: 56.20015
    1yaf_A: 44.34208
    2q2j_A: 21.53613
    1nqd_A: 26.72804
    3a9w_A: 45.62030
    2gic_A: 39.47446
    4tw8_A: 39.15219
    5jp1_A: 34.41436
    1l9c_A: 58.27803
    2rhb_A: 48.49483
    2afs_A: 48.25862
    3t8o_A: 94.49454
    3hrs_A: 35.49703
    2wfx_A: 27.24127
    4p3b_A: 13.91284
    2zf9_A: 35.77183
    6cpd_A: 21.77579
    1na8_A: 31.18302
    4etq_A: 42.13905
    3a75_A: 63.88428
    5ufq_A: 26.91505
    2gim_A: 17.66868
    4i5f_A: 39.03038
    3wt1_A: 44.39961
    7dev_A: 68.32084
    6zmu_A: 13.52714
    1ega_A: 47.99231
    3lb6_A: 26.22404
    5iaw_A: 38.49252
    2o8e_A: 5.34124
    7aon_A: 8.64741
    1ft2_A: 52.89327
    6thb_A: 65.62447
    1esm_A: 49.34806
    5yuf_A: 7.36770
    1h5y_A: 41.89299
    3q9b_A: 62.90886
    2rio_A: 64.13735
    5f67_A: 15.67064
    5t7z_A: 97.11073
    3dt5_A: 30.96713
    7bv6_A: 14.62987
    4an6_A: 31.37752
    2yey_A: 106.22976
    2pfw_A: 17.79560
    3mxi_A: 55.31300
    5k8m_A: 83.38951
    3ry9_A: 52.67635
    3toc_A: 35.60720
    6y6l_A: 32.52167
    3dpj_A: 37.03608
    5w0j_A: 10.27143
    5tih_A: 53.38708
    1tza_A: 24.08936
    3dvu_A: 23.47192
    6rum_A: 45.40491
    2ls5_A: 25.78467
    5f1f_A: 54.99058
    1ah5_A: 50.27289
    1wq9_A: 15.22257
    6jrq_A: 75.48079
    1l09_A: 25.64777
    4i69_A: 15.15144
    5wxv_A: 26.82184
